Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value
ENSG00000284428,AC092329.4,0.13462498164558961,0.3583728762500198,0.7253047746691932,0.1034930249444812,-0.3583728762500198,0.7253047746691932
ENSG00000167232,ZNF91,1.2669738636667376,0.47349808513499403,0.4279486742798793,0.9122718495106121,-0.47349808513499403,0.4279486742798793
ENSG00000269416,LINC01224,0.006630352415093279,-0.46759772397493204,1.0,0.007666149995887496,0.46759772397493204,1.0
ENSG00000197372,ZNF675,0.07985250517307993,0.34391482355632874,0.7769223084216681,0.06132919996709997,-0.34391482355632874,0.7769223084216681
ENSG00000196172,ZNF681,0.21072989632318204,0.4812869602982146,0.49785518034790915,0.14948992491980617,-0.4812869602982146,0.49785518034790915
ENSG00000267924,AC139769.2,0.12655324827069345,0.40687139394120964,0.637201581672215,0.09391033744962184,-0.40687139394120964,0.637201581672215
ENSG00000213967,ZNF726,0.008071733374896166,0.12734886531884637,1.0,0.005749612496915623,-0.12734886531884637,1.0
ENSG00000269289,AC011503.1,0.005765523839211547,1.661685292970036,0.40339501884935014,0.0,-1.661685292970036,0.40339501884935014
ENSG00000269397,AC011503.2,0.007783457182935588,0.07672279224887824,1.0,0.005749612496915623,-0.07672279224887824,1.0
ENSG00000268362,AC092279.1,0.14500292455617042,0.41375777952644954,0.634209960003855,0.10732609994242495,-0.41375777952644954,0.634209960003855
ENSG00000213096,ZNF254,0.19199194384574453,0.1751773904094618,0.949484515771572,0.16865529990952494,-0.1751773904094618,0.949484515771572
ENSG00000276030,AC073534.2,0.007495180990975011,-0.783099549702861,0.6937786413018344,0.011499224993831245,0.783099549702861,0.6937786413018344
ENSG00000261824,LINC00662,0.10839184817717709,-0.7721242587271888,0.09071592338524403,0.18398759990129993,0.7721242587271888,0.09071592338524403
ENSG00000261770,AC006504.1,0.003459314303526928,-1.0301924116676338,0.786864811076838,0.005749612496915623,1.0301924116676338,0.786864811076838
ENSG00000267575,AC006504.5,0.060249724119760664,-0.5082397084722778,0.45701007805973026,0.08432764995476247,0.5082397084722778,0.45701007805973026
ENSG00000281468,AC006504.7,0.028251066812136582,-0.008166105337634733,1.0,0.026831524985606238,0.008166105337634733,1.0
ENSG00000260725,AC005307.1,0.0,-3.7306321298087237,0.4209143994637259,0.001916537498971874,3.7306321298087237,0.4209143994637259
ENSG00000267423,AC005616.1,0.0,-3.7306321298087237,0.4209143994637259,0.001916537498971874,3.7306321298087237,0.4209143994637259
ENSG00000266976,AC079466.1,0.000864828575881732,-1.7306321298087237,0.7239508779864963,0.001916537498971874,1.7306321298087237,0.7239508779864963
ENSG00000267339,LINC00906,0.0014413809598028868,-1.1456696290875676,0.8849893033098357,0.001916537498971874,1.1456696290875676,0.8849893033098357
ENSG00000267014,LINC01532,0.0020179333437240414,0.2693678701912763,0.9178991212774957,0.0,-0.2693678701912763,0.9178991212774957
ENSG00000169021,UQCRFS1,3.4777639798124054,0.45831081901571147,0.4170449797165067,2.5336625736408176,-0.45831081901571147,0.4170449797165067
ENSG00000267498,AC007786.1,0.006918628607053856,0.9132240599660006,0.6133706210634446,0.001916537498971874,-0.9132240599660006,0.6133706210634446
ENSG00000276251,AC007786.2,0.0023062095356846187,-0.5607071283664116,1.0,0.001916537498971874,0.5607071283664116,1.0
ENSG00000276631,AC007786.3,0.000864828575881732,-0.7306321298087237,1.0,0.0,0.7306321298087237,1.0
ENSG00000264515,AC011474.1,0.000864828575881732,-0.7306321298087237,1.0,0.0,0.7306321298087237,1.0
ENSG00000105171,POP4,1.1605999488332845,0.5033906407358818,0.4039619321461497,0.8183615120609903,-0.5033906407358818,0.4039619321461497
ENSG00000166289,PLEKHF1,0.2995189634470399,-0.5847812633452705,0.16607337459325477,0.44846977475941857,0.5847812633452705,0.16607337459325477
ENSG00000131943,C19orf12,0.5707868600819431,-0.012238641678940843,1.0,0.5749612496915623,0.012238641678940843,1.0
ENSG00000105173,CCNE1,0.14788568647577618,0.46763749732754833,0.5536178251149901,0.10540956244345308,-0.46763749732754833,0.5536178251149901
ENSG00000105176,URI1,1.5157562173287158,0.43518379724972106,0.4899852832107642,1.1211744368985463,-0.43518379724972106,0.4899852832107642
ENSG00000284430,AC020912.1,0.0005765523839211547,-2.1456696290875676,0.6937786413018344,0.001916537498971874,2.1456696290875676,0.6937786413018344
ENSG00000121297,TSHZ3,0.08302354328464628,-1.0475595436377212,0.008190799740207253,0.1705718374084968,1.0475595436377212,0.008190799740207253
ENSG00000267636,AC008992.1,0.00028827619196057733,-1.7306321298087237,1.0,0.0,1.7306321298087237,1.0
ENSG00000168813,ZNF507,0.3857135448432525,0.3075799612845078,0.7286583450722349,0.3104790748334436,-0.3075799612845078,0.7286583450722349
ENSG00000267213,AC007773.1,0.07062766703034146,0.25768606514363945,0.8942463399716312,0.05749612496915622,-0.25768606514363945,0.8942463399716312
ENSG00000178904,DPY19L3,0.4278018688694968,0.26645627477137124,0.7929733712409734,0.3545594373097967,-0.26645627477137124,0.792973371241052
ENSG00000105185,PDCD5,2.842403252731293,0.7183039345118827,0.10871245281376982,1.7287168240726305,-0.7183039345118827,0.10871245281376982
ENSG00000105186,ANKRD27,0.5076543740425767,0.5209846185953761,0.40553494650637506,0.35264289981082486,-0.5209846185953761,0.40553494650627714
ENSG00000186326,RGS9BP,0.015855190557831755,3.076722792248879,0.026137343761702566,0.0,-3.076722792248879,0.026137343761702566
ENSG00000267475,AC008736.1,0.039205562106638524,0.27993711190146264,0.886255906256843,0.030664599983549985,-0.27993711190146264,0.886255906256843
ENSG00000213965,NUDT19,1.1202412819588037,0.5976195063860616,0.26881769416052625,0.7397834746031434,-0.5976195063860616,0.26881769416052625
ENSG00000173809,TDRD12,0.006053800031172125,-0.2712005111714282,1.0,0.005749612496915623,0.2712005111714282,1.0
ENSG00000021488,SLC7A9,0.02940417157997889,-0.21405660406781912,0.9409690957879184,0.03258113748252186,0.21405660406781912,0.9409690957879184
ENSG00000121289,CEP89,1.056532243535516,0.2638688897867851,0.7778433040637339,0.8796907120280902,-0.2638688897867851,0.7778433040637339
ENSG00000131944,FAAP24,0.1017614957620838,0.15201091955311608,1.0,0.09007726245167809,-0.15201091955311608,1.0
ENSG00000131941,RHPN2,1.084495034155692,0.8896476015665041,0.045723924708467444,0.5845439371864216,-0.8896476015665041,0.045723924708467444
ENSG00000076650,GPATCH1,0.2508002870057023,0.3920405890154146,0.6140711182319852,0.18973721239821553,-0.3920405890154146,0.6140711182319852
ENSG00000166359,WDR88,0.0011531047678423093,-0.408704034921362,1.0,0.0,0.408704034921362,1.0
ENSG00000130881,LRP3,0.3730293923969871,0.0767227922488789,1.0,0.35264289981082486,-0.0767227922488789,1.0
ENSG00000267054,AC008738.1,0.0005765523839211547,-1.1456696290875676,1.0,0.0,1.1456696290875676,1.0
ENSG00000130876,SLC7A10,0.0020179333437240414,-2.7306321298087246,0.057608975071406214,0.013415762492803119,2.7306321298087246,0.057608975071406214
ENSG00000267580,AC008738.3,0.005188971455290393,0.5172953836348606,0.8460775506686963,0.001916537498971874,-0.5172953836348606,0.8460775506686963
ENSG00000245848,CEBPA,0.9991652813353611,-0.42854088767842724,0.3398746133641071,1.3454093242782557,0.42854088767842724,0.3398746133641071
ENSG00000267296,CEBPA-DT,0.10406770529776843,0.014326255111011488,1.0,0.10157648744550933,-0.014326255111011488,1.0
ENSG00000267130,AC008738.2,0.0216207143970433,0.057863764997562406,1.0,0.01916537498971874,-0.057863764997562406,1.0
ENSG00000153879,CEBPG,0.8241816328152907,0.36746300938297416,0.6077147501834219,0.6382069871576341,-0.36746300938297416,0.6077147501834219
ENSG00000124299,PEPD,1.023092205268089,0.14113024239619149,0.989242031407241,0.9276041495023871,-0.14113024239619149,0.989242031407241
ENSG00000124302,CHST8,0.04035866687448083,0.23899422114775604,0.9329770034001755,0.03258113748252186,-0.23899422114775604,0.9329770034001755
ENSG00000153885,KCTD15,0.6114338031483846,0.3663805007191643,0.6177190855459435,0.4733847622460529,-0.3663805007191643,0.6177190855459435
ENSG00000277013,AC008556.1,0.13779601975715597,0.9253222024838692,0.10823555748111477,0.07091188746195934,-0.9253222024838692,0.10823555748111477
