Ligand,Receptor,LRscore,ligand_mean_expr,receptor_mean_expr,ligand_pct_expr,receptor_pct_expr
PSAP__Macrophage,SDC1__Malignant,1.5700513963397345,0.5790366470664519,2.7114888225020253,8.293838862559241,64.797261716693
HSPA1A__Malignant,CD63__Macrophage,1.5696655127390051,3.529295657985773,0.44475319294582394,67.7461822011585,8.241179568193786
LYZ__Macrophage,CD151__Malignant,1.5668568135996352,0.5180991853781101,3.02424102916923,8.293838862559241,67.19325961032122
HLA-DRA__Macrophage,PLXNB2__Malignant,1.5667355979954076,0.5768034101216638,2.7162384453742043,8.293838862559241,65.69246972090575
HLA-A__Malignant,ITGB2__Macrophage,1.5651724210592164,4.3032454350933795,0.3637190684721548,69.08899420747761,8.004212743549237
VEGFA__Malignant,ITGB1__Stroma,1.564914852594382,1.7017249653589495,0.9196050386816123,52.08004212743549,15.876777251184834
HLA-DRA__Macrophage,SDC1__Malignant,1.563995999325943,0.5768034101216638,2.7114888225020253,8.293838862559241,64.797261716693
HLA-DMA__Macrophage,CD74__Malignant,1.5625493728154087,0.3682230564877949,4.243485966683894,7.9515534491837805,69.03633491311216
GRN__Macrophage,CD63__Malignant,1.5602194722868192,0.4700428975682906,3.31931294007084,8.293838862559241,68.48341232227489
APOE__Macrophage,AMFR__Malignant,1.5598174873865724,0.6168849897367406,2.528538566082203,8.293838862559241,62.82253817798842
LGALS3BP__Malignant,CD63__Macrophage,1.5497880338677439,3.484602378237509,0.44475319294582394,68.72037914691943,8.241179568193786
CD24__Malignant,TYROBP__Macrophage,1.549053323889961,3.8571800526144475,0.4016025445428694,68.19378620326488,8.030542390731963
UBA52__Malignant,TYROBP__Macrophage,1.544805366035152,3.846602535333912,0.4016025445428694,68.74670879410216,8.030542390731963
ITGB2__Macrophage,CD74__Malignant,1.5434367628769274,0.3637190684721548,4.243485966683894,8.004212743549237,69.03633491311216
VIM__Macrophage,CD63__Malignant,1.5420344465761504,0.4645643464226186,3.31931294007084,8.241179568193786,68.48341232227489
B2M__Malignant,FLOT1__Macrophage,1.5414009209675064,4.6627616364755315,0.33057682145052003,69.06266456029489,7.60926803580832
CDH1__Malignant,ERBB3__Stroma,1.541013403928854,3.082696117276213,0.49989144090220994,65.82411795681938,14.007372301211163
PSAP__Macrophage,GFRA1__Malignant,1.5409699963366437,0.5790366470664519,2.6612650583405952,8.293838862559241,64.6129541864139
CD9__Malignant,CD63__Macrophage,1.5375572077903923,3.4571021235539154,0.44475319294582394,67.6408636124276,8.241179568193786
HLA-DRA__Macrophage,GFRA1__Malignant,1.535026760888484,0.5768034101216638,2.6612650583405952,8.293838862559241,64.6129541864139
COMP__Stroma,CD44__Malignant,1.5326782853346466,0.8062875301300323,1.900907837539627,13.717746182201159,58.58346498156924
EFNA1__Malignant,CD81__Macrophage,1.5310118747306285,3.340968782109631,0.45825387023337644,67.16692996313849,8.267509215376515
HLA-C__Malignant,ENO1__Macrophage,1.5287060141169526,3.9641767409883983,0.3856301355866884,68.64139020537124,8.056872037914692
AZGP1__Malignant,CD81__Macrophage,1.5234978816409126,3.324571772552703,0.45825387023337644,67.53554502369668,8.267509215376515
C1QA__Macrophage,IL6ST__Malignant,1.5223215286209513,0.48319854888363495,3.150509313693242,8.293838862559241,67.29857819905213
TFF3__Malignant,ITGB2__Macrophage,1.5138749254748414,4.162209399232361,0.3637190684721548,68.90468667719853,8.004212743549237
MIF__Malignant,FLOT1__Macrophage,1.5093309633326564,4.565749518402244,0.33057682145052003,69.06266456029489,7.60926803580832
C1QB__Macrophage,IL6ST__Malignant,1.5048865637174194,0.47766453416806076,3.150509313693242,8.267509215376515,67.29857819905213
COMP__Stroma,CD47__Malignant,1.5025254849822187,0.8062875301300323,1.8635107561937638,13.717746182201159,56.6350710900474
HLA-C__Malignant,CD9__Macrophage,1.4980253166427426,3.9641767409883983,0.3778906477992291,68.64139020537124,8.004212743549237
CD24__Malignant,ENO1__Macrophage,1.4874448666719793,3.8571800526144475,0.3856301355866884,68.19378620326488,8.056872037914692
APOE__Macrophage,PRLR__Malignant,1.4865125005254178,0.6168849897367406,2.409707684992945,8.293838862559241,61.87467087941022
EFNA1__Malignant,CD63__Macrophage,1.4859065333755792,3.340968782109631,0.44475319294582394,67.16692996313849,8.241179568193786
APOE__Macrophage,IFITM1__Malignant,1.4854865278415355,0.6168849897367406,2.4080445343231256,8.293838862559241,62.34860452869931
PSAP__Macrophage,CD55__Malignant,1.4839004357204029,0.5790366470664519,2.5627055614497336,8.293838862559241,63.90205371248025
UBA52__Malignant,ENO1__Macrophage,1.483365857248916,3.846602535333912,0.3856301355866884,68.74670879410216,8.056872037914692
GRN__Macrophage,IL6ST__Malignant,1.480874526624258,0.4700428975682906,3.150509313693242,8.293838862559241,67.29857819905213
AZGP1__Malignant,CD63__Macrophage,1.4786139110203722,3.324571772552703,0.44475319294582394,67.53554502369668,8.241179568193786
HLA-DRA__Macrophage,CD55__Malignant,1.4781773069819595,0.5768034101216638,2.5627055614497336,8.293838862559241,63.90205371248025
C1QA__Macrophage,ENO1__Malignant,1.4762954067370266,0.48319854888363495,3.0552562919483264,8.293838862559241,67.14060031595577
GNAS__Malignant,TYROBP__Macrophage,1.4740018737307734,3.67030013569406,0.4016025445428694,68.27277514481305,8.030542390731963
PODXL2__Malignant,IL6ST__Stroma,1.4731713518133582,1.3459089999872773,1.0945549452654555,43.733543970510794,17.9304897314376
HLA-B__Malignant,FLOT1__Macrophage,1.4711020879167551,4.450106578742534,0.33057682145052003,69.03633491311216,7.60926803580832
COMP__Stroma,MAGED1__Malignant,1.471071563245487,0.8062875301300323,1.824499955999869,13.717746182201159,56.766719325961034
BST2__Malignant,CD81__Macrophage,1.4687481058161356,3.2050970023845986,0.45825387023337644,67.58820431806214,8.267509215376515
C1QA__Macrophage,ERBB2__Malignant,1.4677107906097624,0.48319854888363495,3.0374900628338186,8.293838862559241,66.58767772511848
ADAM15__Malignant,ITGAV__Stroma,1.4649929881919013,2.6613138103611496,0.5504773553905304,64.90258030542391,10.795155344918378
PSAP__Macrophage,AMFR__Malignant,1.4641164932824529,0.5790366470664519,2.528538566082203,8.293838862559241,62.82253817798842
VIM__Macrophage,IL6ST__Malignant,1.4636143002142739,0.4645643464226186,3.150509313693242,8.241179568193786,67.29857819905213
C1QA__Macrophage,CD151__Malignant,1.4613088767689226,0.48319854888363495,3.02424102916923,8.293838862559241,67.19325961032122
C1QB__Macrophage,ENO1__Malignant,1.459387573457534,0.47766453416806076,3.0552562919483264,8.267509215376515,67.14060031595577
HLA-DRA__Macrophage,AMFR__Malignant,1.4584696675403568,0.5768034101216638,2.528538566082203,8.293838862559241,62.82253817798842
CD24__Malignant,CD9__Macrophage,1.457592268760738,3.8571800526144475,0.3778906477992291,68.19378620326488,8.004212743549237
UBA52__Malignant,CD9__Macrophage,1.453595123903489,3.846602535333912,0.3778906477992291,68.74670879410216,8.004212743549237
C1QB__Macrophage,ERBB2__Malignant,1.4509012759036295,0.47766453416806076,3.0374900628338186,8.267509215376515,66.58767772511848
APOE__Macrophage,ATP6AP2__Malignant,1.4467369149707376,0.6168849897367406,2.3452295631121474,8.293838862559241,62.95418641390206
C1QB__Macrophage,CD151__Malignant,1.4445726824100569,0.47766453416806076,3.02424102916923,8.267509215376515,67.19325961032122
CALM1__Malignant,PTPRA__Stroma,1.4435250347223079,2.7087724855008695,0.5329074488348514,65.58715113217482,10.742496050552923
HLA-C__Malignant,ITGB2__Macrophage,1.4418466714912828,3.9641767409883983,0.3637190684721548,68.64139020537124,8.004212743549237
TNFSF10__Malignant,CD81__Macrophage,1.441146420064421,3.1448646998452707,0.45825387023337644,66.29805160610847,8.267509215376515
LAMB2__Malignant,ITGAV__Stroma,1.4401829331026847,2.616243736458445,0.5504773553905304,66.16640337019484,10.795155344918378
GRN__Macrophage,ENO1__Malignant,1.4361015202811425,0.4700428975682906,3.0552562919483264,8.293838862559241,67.14060031595577
GRN__Macrophage,ERBB2__Malignant,1.427750630469297,0.4700428975682906,3.0374900628338186,8.293838862559241,66.58767772511848
HLA-DRB1__Malignant,CD81__Macrophage,1.4259053178683707,3.111605619702012,0.45825387023337644,68.27277514481305,8.267509215376515
BST2__Malignant,CD63__Macrophage,1.4254771255116394,3.2050970023845986,0.44475319294582394,67.58820431806214,8.241179568193786
TGM2__Malignant,SDC4__Stroma,1.4235499003025394,1.526630264203251,0.9324785009718713,50.947867298578196,16.95629278567667
HLA-A__Malignant,FLOT1__Macrophage,1.4225531978546295,4.3032454350933795,0.33057682145052003,69.08899420747761,7.60926803580832
ARF1__Malignant,TYROBP__Macrophage,1.422206812098518,3.5413291858431024,0.4016025445428694,68.06213796735123,8.030542390731963
GRN__Macrophage,CD151__Malignant,1.421523016295614,0.4700428975682906,3.02424102916923,8.293838862559241,67.19325961032122
LYZ__Macrophage,FLOT1__Malignant,1.4211532982544126,0.5180991853781101,2.7430139601884367,8.293838862559241,65.7451290152712
VIM__Macrophage,ENO1__Malignant,1.4193631424225674,0.4645643464226186,3.0552562919483264,8.241179568193786,67.14060031595577
HSPA1A__Malignant,TYROBP__Macrophage,1.417374116691187,3.529295657985773,0.4016025445428694,67.7461822011585,8.030542390731963
GNAS__Malignant,ENO1__Macrophage,1.4153783389715413,3.67030013569406,0.3856301355866884,68.27277514481305,8.056872037914692
APOE__Macrophage,ADORA2A__Malignant,1.4139714618322023,0.6168849897367406,2.2921152003319505,8.293838862559241,60.61084781463928
VIM__Macrophage,ERBB2__Malignant,1.4111095858055918,0.4645643464226186,3.0374900628338186,8.241179568193786,66.58767772511848
LYZ__Macrophage,PLXNB2__Malignant,1.4072809258410794,0.5180991853781101,2.7162384453742043,8.293838862559241,65.69246972090575
VIM__Macrophage,CD151__Malignant,1.404954557140471,0.4645643464226186,3.02424102916923,8.241179568193786,67.19325961032122
LYZ__Macrophage,SDC1__Malignant,1.4048201501001503,0.5180991853781101,2.7114888225020253,8.293838862559241,64.797261716693
TGM2__Malignant,ITGB1__Stroma,1.4038968831651506,1.526630264203251,0.9196050386816123,50.947867298578196,15.876777251184834
CD24__Malignant,ITGB2__Macrophage,1.4029299356663039,3.8571800526144475,0.3637190684721548,68.19378620326488,8.004212743549237
LGALS3BP__Malignant,TYROBP__Macrophage,1.399425181820318,3.484602378237509,0.4016025445428694,68.72037914691943,8.030542390731963
UBA52__Malignant,ITGB2__Macrophage,1.3990826909342795,3.846602535333912,0.3637190684721548,68.74670879410216,8.004212743549237
TNFSF10__Malignant,CD63__Macrophage,1.3986886166387944,3.1448646998452707,0.44475319294582394,66.29805160610847,8.241179568193786
PSAP__Macrophage,PRLR__Malignant,1.3953090583285768,0.5790366470664519,2.409707684992945,8.293838862559241,61.87467087941022
PSAP__Macrophage,IFITM1__Malignant,1.3943460331411581,0.5790366470664519,2.4080445343231256,8.293838862559241,62.34860452869931
HLA-DRA__Macrophage,PRLR__Malignant,1.3899276101003109,0.5768034101216638,2.409707684992945,8.293838862559241,61.87467087941022
HLA-DRA__Macrophage,IFITM1__Malignant,1.3889682991224128,0.5768034101216638,2.4080445343231256,8.293838862559241,62.34860452869931
CD9__Malignant,TYROBP__Macrophage,1.3883810095638098,3.4571021235539154,0.4016025445428694,67.6408636124276,8.030542390731963
GNAS__Malignant,CD9__Macrophage,1.386972095895027,3.67030013569406,0.3778906477992291,68.27277514481305,8.004212743549237
ANXA2__Macrophage,BAMBI__Malignant,1.3845171546609474,0.3739448565684712,3.702463425666707,7.925223802001054,67.93048973143759
IGFBP4__Malignant,CD81__Macrophage,1.3840598741054557,3.020290638026889,0.45825387023337644,68.45708267509215,8.267509215376515
HLA-DRB1__Malignant,CD63__Macrophage,1.3838965345506389,3.111605619702012,0.44475319294582394,68.27277514481305,8.241179568193786
LYZ__Macrophage,GFRA1__Malignant,1.378799258801491,0.5180991853781101,2.6612650583405952,8.293838862559241,64.6129541864139
TFF3__Malignant,FLOT1__Macrophage,1.3759299534097125,4.162209399232361,0.33057682145052003,68.90468667719853,7.60926803580832
ARF1__Malignant,ENO1__Macrophage,1.3656432540937724,3.5413291858431024,0.3856301355866884,68.06213796735123,8.056872037914692
HLA-DMA__Macrophage,BAMBI__Malignant,1.3633323991332664,0.3682230564877949,3.702463425666707,7.9515534491837805,67.93048973143759
HSPA1A__Malignant,ENO1__Macrophage,1.3610027631145643,3.529295657985773,0.3856301355866884,67.7461822011585,8.056872037914692
APOE__Macrophage,ITGB5__Malignant,1.3587213728231133,0.6168849897367406,2.2025521700616446,8.293838862559241,63.3754607688257
PSAP__Macrophage,ATP6AP2__Malignant,1.3579738628255775,0.5790366470664519,2.3452295631121474,8.293838862559241,62.95418641390206
HLA-DRA__Macrophage,ATP6AP2__Malignant,1.3527364095212264,0.5768034101216638,2.3452295631121474,8.293838862559241,62.95418641390206
ITGB2__Macrophage,BAMBI__Malignant,1.3466565482357178,0.3637190684721548,3.702463425666707,8.004212743549237,67.93048973143759
LGALS3BP__Malignant,ENO1__Macrophage,1.3437676875854274,3.484602378237509,0.3856301355866884,68.72037914691943,8.056872037914692
IGFBP4__Malignant,CD63__Macrophage,1.3432839048868386,3.020290638026889,0.44475319294582394,68.45708267509215,8.241179568193786
EFNA1__Malignant,TYROBP__Macrophage,1.3417415641335193,3.340968782109631,0.4016025445428694,67.16692996313849,8.030542390731963
ARF1__Malignant,CD9__Macrophage,1.3382351801085666,3.5413291858431024,0.3778906477992291,68.06213796735123,8.004212743549237
AZGP1__Malignant,TYROBP__Macrophage,1.335156483372563,3.324571772552703,0.4016025445428694,67.53554502369668,8.030542390731963
GNAS__Malignant,ITGB2__Macrophage,1.3349581463678668,3.67030013569406,0.3637190684721548,68.27277514481305,8.004212743549237
CDH1__Malignant,CDH1__Stroma,1.3346999116017215,3.082696117276213,0.43296512559954375,65.82411795681938,15.086887835703003
HSPA1A__Malignant,CD9__Macrophage,1.3336878224712503,3.529295657985773,0.3778906477992291,67.7461822011585,8.004212743549237
CD9__Malignant,ENO1__Macrophage,1.3331627606431249,3.4571021235539154,0.3856301355866884,67.6408636124276,8.056872037914692
LYZ__Macrophage,CD55__Malignant,1.3277356637510591,0.5180991853781101,2.5627055614497336,8.293838862559241,63.90205371248025
PSAP__Macrophage,ADORA2A__Malignant,1.3272187002902611,0.5790366470664519,2.2921152003319505,8.293838862559241,60.61084781463928
C1QA__Macrophage,FLOT1__Malignant,1.3254203651306053,0.48319854888363495,2.7430139601884367,8.293838862559241,65.7451290152712
COMP__Stroma,IL13RA1__Malignant,1.323231143801008,0.8062875301300323,1.6411405290958758,13.717746182201159,52.58030542390731
ADAM15__Malignant,ITGA5__Stroma,1.322717811436803,2.6613138103611496,0.49701685170953425,64.90258030542391,9.847288046340179
HLA-DRA__Macrophage,ADORA2A__Malignant,1.3220998639431696,0.5768034101216638,2.2921152003319505,8.293838862559241,60.61084781463928
LGALS3BP__Malignant,CD9__Macrophage,1.3167986500349067,3.484602378237509,0.3778906477992291,68.72037914691943,8.004212743549237
C1QA__Macrophage,PLXNB2__Malignant,1.312482475226756,0.48319854888363495,2.7162384453742043,8.293838862559241,65.69246972090575
HLA-C__Malignant,FLOT1__Macrophage,1.3104649467040261,3.9641767409883983,0.33057682145052003,68.64139020537124,7.60926803580832
C1QB__Macrophage,FLOT1__Malignant,1.3102404855098972,0.47766453416806076,2.7430139601884367,8.267509215376515,65.7451290152712
C1QA__Macrophage,SDC1__Malignant,1.3101874643471747,0.48319854888363495,2.7114888225020253,8.293838862559241,64.797261716693
LYZ__Macrophage,AMFR__Malignant,1.310033771284324,0.5180991853781101,2.528538566082203,8.293838862559241,62.82253817798842
CD9__Malignant,CD9__Macrophage,1.3064065609778797,3.4571021235539154,0.3778906477992291,67.6408636124276,8.004212743549237
CXCL14__Malignant,CD81__Macrophage,1.3058826740078315,2.849692624184015,0.45825387023337644,66.45602948920485,8.267509215376515
C1QB__Macrophage,PLXNB2__Malignant,1.2974507716990469,0.47766453416806076,2.7162384453742043,8.267509215376515,65.69246972090575
C1QB__Macrophage,SDC1__Malignant,1.2951820453023335,0.47766453416806076,2.7114888225020253,8.267509215376515,64.797261716693
ANXA2__Macrophage,CD9__Malignant,1.2927655577349262,0.3739448565684712,3.4571021235539154,7.925223802001054,67.6408636124276
GRN__Macrophage,FLOT1__Malignant,1.2893342299172446,0.4700428975682906,2.7430139601884367,8.293838862559241,65.7451290152712
EFNA1__Malignant,ENO1__Macrophage,1.2883782444358303,3.340968782109631,0.3856301355866884,67.16692996313849,8.056872037914692
ARF1__Malignant,ITGB2__Macrophage,1.2880489526281076,3.5413291858431024,0.3637190684721548,68.06213796735123,8.004212743549237
BST2__Malignant,TYROBP__Macrophage,1.287175111664378,3.2050970023845986,0.4016025445428694,67.58820431806214,8.030542390731963
C1QA__Macrophage,GFRA1__Malignant,1.2859194143848978,0.48319854888363495,2.6612650583405952,8.293838862559241,64.6129541864139
HSPA1A__Malignant,ITGB2__Macrophage,1.2836721290854058,3.529295657985773,0.3637190684721548,67.7461822011585,8.004212743549237
AZGP1__Malignant,ENO1__Macrophage,1.282055063417176,3.324571772552703,0.3856301355866884,67.53554502369668,8.056872037914692
GRN__Macrophage,PLXNB2__Malignant,1.27674858935008,0.4700428975682906,2.7162384453742043,8.293838862559241,65.69246972090575
PSAP__Macrophage,ITGB5__Malignant,1.2753584235414321,0.5790366470664519,2.2025521700616446,8.293838862559241,63.3754607688257
CD24__Malignant,FLOT1__Macrophage,1.2750943215556336,3.8571800526144475,0.33057682145052003,68.19378620326488,7.60926803580832
GRN__Macrophage,SDC1__Malignant,1.2745160628528844,0.4700428975682906,2.7114888225020253,8.293838862559241,64.797261716693
VIM__Macrophage,FLOT1__Malignant,1.2743064876430599,0.4645643464226186,2.7430139601884367,8.241179568193786,65.7451290152712
HLA-DMA__Macrophage,CD9__Malignant,1.2729847105254692,0.3682230564877949,3.4571021235539154,7.9515534491837805,67.6408636124276
UBA52__Malignant,FLOT1__Macrophage,1.2715976395141964,3.846602535333912,0.33057682145052003,68.74670879410216,7.60926803580832
CD44__Malignant,CAP1__Stroma,1.2713410264504392,1.900907837539627,0.6688072937275878,58.58346498156924,13.217482885729332
C1QB__Macrophage,GFRA1__Malignant,1.2711919343899976,0.47766453416806076,2.6612650583405952,8.267509215376515,64.6129541864139
HLA-DRA__Macrophage,ITGB5__Malignant,1.2704396026624274,0.5768034101216638,2.2025521700616446,8.293838862559241,63.3754607688257
LGALS3BP__Malignant,ITGB2__Macrophage,1.267416331008402,3.484602378237509,0.3637190684721548,68.72037914691943,8.004212743549237
CXCL14__Malignant,CD63__Macrophage,1.2674098935200044,2.849692624184015,0.44475319294582394,66.45602948920485,8.241179568193786
FN1__Stroma,LDLR__Malignant,1.2667403075651409,1.4325379738808335,0.8842629868536493,19.641916798314902,31.85887309110058
THBS3__Malignant,SDC4__Stroma,1.2661025734668816,1.3577820530417506,0.9324785009718713,50.28962611901,16.95629278567667
TNFSF10__Malignant,TYROBP__Macrophage,1.262985665700908,3.1448646998452707,0.4016025445428694,66.29805160610847,8.030542390731963
EFNA1__Malignant,CD9__Macrophage,1.26252085734841,3.340968782109631,0.3778906477992291,67.16692996313849,8.004212743549237
VIM__Macrophage,PLXNB2__Malignant,1.261867538103257,0.4645643464226186,2.7162384453742043,8.241179568193786,65.69246972090575
CD44__Malignant,LAMP2__Stroma,1.260947912905503,1.900907837539627,0.6633398463639175,58.58346498156924,12.76987888362296
VIM__Macrophage,SDC1__Malignant,1.2596610326578892,0.4645643464226186,2.7114888225020253,8.241179568193786,64.797261716693
ITGB2__Macrophage,CD9__Malignant,1.2574139639921382,0.3637190684721548,3.4571021235539154,8.004212743549237,67.6408636124276
CD9__Malignant,ITGB2__Macrophage,1.2574139639921382,3.4571021235539154,0.3637190684721548,67.6408636124276,8.004212743549237
AZGP1__Malignant,CD9__Macrophage,1.2563245807849721,3.324571772552703,0.3778906477992291,67.53554502369668,8.004212743549237
NPNT__Malignant,ITGB1__Stroma,1.2555093148028917,1.3652701561997171,0.9196050386816123,46.26119010005266,15.876777251184834
GRN__Macrophage,GFRA1__Malignant,1.2509087392196594,0.4700428975682906,2.6612650583405952,8.293838862559241,64.6129541864139
HLA-DRB1__Malignant,TYROBP__Macrophage,1.24962873448622,3.111605619702012,0.4016025445428694,68.27277514481305,8.030542390731963
THBS3__Malignant,ITGB1__Stroma,1.248623217408658,1.3577820530417506,0.9196050386816123,50.28962611901,15.876777251184834
LYZ__Macrophage,PRLR__Malignant,1.2484675885942162,0.5180991853781101,2.409707684992945,8.293838862559241,61.87467087941022
LYZ__Macrophage,IFITM1__Malignant,1.2476059115870217,0.5180991853781101,2.4080445343231256,8.293838862559241,62.34860452869931
CD47__Malignant,CAP1__Stroma,1.2463295856822019,1.8635107561937638,0.6688072937275878,56.6350710900474,13.217482885729332
CCL5__Malignant,SDC4__Stroma,1.2440982461794132,1.3341843751708566,0.9324785009718713,42.18009478672986,16.95629278567667
TIMP3__Stroma,PLXNA3__Malignant,1.2412636278871148,1.0308663439741617,1.2040975390678064,16.824644549763033,42.28541337546077
ANXA2__Macrophage,CD63__Malignant,1.2412400012806606,0.3739448565684712,3.31931294007084,7.925223802001054,68.48341232227489
C1QA__Macrophage,CD55__Malignant,1.2382956085085322,0.48319854888363495,2.5627055614497336,8.293838862559241,63.90205371248025
VIM__Macrophage,GFRA1__Malignant,1.2363288624853506,0.4645643464226186,2.6612650583405952,8.241179568193786,64.6129541864139
CD47__Malignant,LAMP2__Stroma,1.236140938711079,1.8635107561937638,0.6633398463639175,56.6350710900474,12.76987888362296
BST2__Malignant,ENO1__Macrophage,1.2359819915980614,3.2050970023845986,0.3856301355866884,67.58820431806214,8.056872037914692
C1QB__Macrophage,CD55__Malignant,1.2241135582197855,0.47766453416806076,2.5627055614497336,8.267509215376515,63.90205371248025
PODXL2__Malignant,FLOT1__Stroma,1.223023752585383,1.3459089999872773,0.908697209541614,43.733543970510794,16.903633491311215
HLA-DMA__Macrophage,CD63__Malignant,1.2222475562323736,0.3682230564877949,3.31931294007084,7.9515534491837805,68.48341232227489
C1QA__Macrophage,AMFR__Malignant,1.2217861659272276,0.48319854888363495,2.528538566082203,8.293838862559241,62.82253817798842
ECM1__Malignant,CD81__Stroma,1.219368604176366,0.9353760217931966,1.3036132803989686,41.442864665613484,19.40494997367035
EFNA1__Malignant,ITGB2__Macrophage,1.2151740532234645,3.340968782109631,0.3637190684721548,67.16692996313849,8.004212743549237
LYZ__Macrophage,ATP6AP2__Malignant,1.2150615261730644,0.5180991853781101,2.3452295631121474,8.293838862559241,62.95418641390206
GNAS__Malignant,FLOT1__Macrophage,1.2133161526271548,3.67030013569406,0.33057682145052003,68.27277514481305,7.60926803580832
IGFBP4__Malignant,TYROBP__Macrophage,1.212956405490605,3.020290638026889,0.4016025445428694,68.45708267509215,8.030542390731963
TNFSF10__Malignant,ENO1__Macrophage,1.2127546006031218,3.1448646998452707,0.3856301355866884,66.29805160610847,8.056872037914692
BST2__Malignant,CD9__Macrophage,1.2111761824904832,3.2050970023845986,0.3778906477992291,67.58820431806214,8.004212743549237
AZGP1__Malignant,ITGB2__Macrophage,1.2092101481816895,3.324571772552703,0.3637190684721548,67.53554502369668,8.004212743549237
ECM1__Malignant,CD74__Stroma,1.2081143634972016,0.9353760217931966,1.2915814980815332,41.442864665613484,20.221169036334913
C1QB__Macrophage,AMFR__Malignant,1.207793196293632,0.47766453416806076,2.528538566082203,8.267509215376515,62.82253817798842
ITGB2__Macrophage,CD63__Malignant,1.2072974105301353,0.3637190684721548,3.31931294007084,8.004212743549237,68.48341232227489
CD44__Malignant,CD74__Macrophage,1.2063541828635405,1.900907837539627,0.6346200268314651,58.58346498156924,8.293838862559241
APOE__Macrophage,TYROBP__Malignant,1.2062528739530176,0.6168849897367406,1.9553934591078206,8.293838862559241,60.55818852027382
GRN__Macrophage,CD55__Malignant,1.2045815477182058,0.4700428975682906,2.5627055614497336,8.293838862559241,63.90205371248025
HLA-DRB1__Malignant,ENO1__Macrophage,1.1999288970179884,3.111605619702012,0.3856301355866884,68.27277514481305,8.056872037914692
VIM__Macrophage,CD55__Malignant,1.1905416342285053,0.4645643464226186,2.5627055614497336,8.241179568193786,63.90205371248025
GRN__Macrophage,AMFR__Malignant,1.1885215942144494,0.4700428975682906,2.528538566082203,8.293838862559241,62.82253817798842
TNFSF10__Malignant,CD9__Macrophage,1.1884149586654575,3.1448646998452707,0.3778906477992291,66.29805160610847,8.004212743549237
LYZ__Macrophage,ADORA2A__Malignant,1.187543018084767,0.5180991853781101,2.2921152003319505,8.293838862559241,60.61084781463928
B2M__Malignant,CD163__Macrophage,1.1870421284036747,4.6627616364755315,0.25457920025715297,69.06266456029489,6.503422854133754
COL9A2__Malignant,ITGAV__Stroma,1.1859964489230168,2.1544872596650664,0.5504773553905304,58.92575039494471,10.795155344918378
MDK__Malignant,NOTCH2__Stroma,1.1834147166892843,2.6881703528770178,0.440230551394458,65.376513954713,9.083728278041074
CD47__Malignant,CD74__Macrophage,1.1826212460964103,1.8635107561937638,0.6346200268314651,56.6350710900474,8.293838862559241
FN1__Stroma,MRC2__Malignant,1.178876211950201,1.4325379738808335,0.8229284203591147,19.641916798314902,34.96577145866245
ANXA2__Macrophage,IL6ST__Malignant,1.1781167534266521,0.3739448565684712,3.150509313693242,7.925223802001054,67.29857819905213
HLA-DRB1__Malignant,CD9__Macrophage,1.175846663324915,3.111605619702012,0.3778906477992291,68.27277514481305,8.004212743549237
VIM__Macrophage,AMFR__Malignant,1.174668866356364,0.4645643464226186,2.528538566082203,8.241179568193786,62.82253817798842
APOE__Macrophage,CD44__Malignant,1.1726415118511226,0.6168849897367406,1.900907837539627,8.293838862559241,58.58346498156924
F11R__Malignant,ITGB2__Stroma,1.1718382511547436,1.808941854907853,0.647803160712668,54.42338072669827,13.69141653501843
ARF1__Malignant,FLOT1__Macrophage,1.1706813459659708,3.5413291858431024,0.33057682145052003,68.06213796735123,7.60926803580832
HSPA1A__Malignant,FLOT1__Macrophage,1.1667033405760585,3.529295657985773,0.33057682145052003,67.7461822011585,7.60926803580832
THBS1__Stroma,PLXNA3__Malignant,1.1662444639747642,0.9685631156406587,1.2040975390678064,16.53501843075303,42.28541337546077
BST2__Malignant,ITGB2__Macrophage,1.165754896070222,3.2050970023845986,0.3637190684721548,67.58820431806214,8.004212743549237
IGFBP4__Malignant,ENO1__Macrophage,1.1647150882535147,3.020290638026889,0.3856301355866884,68.45708267509215,8.056872037914692
C1QA__Macrophage,PRLR__Malignant,1.1643672566223344,0.48319854888363495,2.409707684992945,8.293838862559241,61.87467087941022
C1QA__Macrophage,IFITM1__Malignant,1.1635636246321028,0.48319854888363495,2.4080445343231256,8.293838862559241,62.34860452869931
MIF__Malignant,CD163__Macrophage,1.1623448609693245,4.565749518402244,0.25457920025715297,69.06266456029489,6.503422854133754
HLA-DMA__Macrophage,IL6ST__Malignant,1.1600901689813907,0.3682230564877949,3.150509313693242,7.9515534491837805,67.29857819905213
LGALS3BP__Malignant,FLOT1__Macrophage,1.1519287782166785,3.484602378237509,0.33057682145052003,68.72037914691943,7.60926803580832
C1QB__Macrophage,PRLR__Malignant,1.1510318988333512,0.47766453416806076,2.409707684992945,8.267509215376515,61.87467087941022
C1QB__Macrophage,IFITM1__Malignant,1.1502374707434007,0.47766453416806076,2.4080445343231256,8.267509215376515,62.34860452869931
THBS3__Malignant,SDC1__Stroma,1.1497886296268325,1.3577820530417506,0.8468138366176191,50.28962611901,15.297525013164822
APOE__Macrophage,CD47__Malignant,1.1495718137088957,0.6168849897367406,1.8635107561937638,8.293838862559241,56.6350710900474
ITGB2__Macrophage,IL6ST__Malignant,1.1459003127893537,0.3637190684721548,3.150509313693242,8.004212743549237,67.29857819905213
