Ligand,Receptor,LRscore,ligand_mean_expr,receptor_mean_expr,ligand_pct_expr,receptor_pct_expr
SEMA4A__Malignant,PLXNA1__Stroma,0.22059280046457694,0.622277856205564,0.35449244781049394,24.69720905739863,7.37230121116377
LTBP1__Stroma,LDLR__Malignant,0.21945317445377202,0.24817636576039656,0.8842629868536493,5.213270142180095,31.85887309110058
ANXA2__Macrophage,FPR3__Malignant,0.21834001824290317,0.3739448565684712,0.5838829292813765,7.925223802001054,25.3291205897841
B2M__Malignant,CD74__Bcell,0.2166668398469749,4.6627616364755315,0.04646749217288922,69.06266456029489,0.526592943654555
HLA-DMA__Macrophage,FPR3__Malignant,0.21499915685103546,0.3682230564877949,0.5838829292813765,7.9515534491837805,25.3291205897841
COL4A5__Malignant,SDC1__Stroma,0.21357601332476908,0.25221129378074847,0.8468138366176191,9.899947340705635,15.297525013164822
ITGB2__Macrophage,FPR3__Malignant,0.21236935513501531,0.3637190684721548,0.5838829292813765,8.004212743549237,25.3291205897841
MIF__Malignant,CD74__Bcell,0.21215893000972902,4.565749518402244,0.04646749217288922,69.06266456029489,0.526592943654555
MMP7__Malignant,CD163__Macrophage,0.21050581092987705,0.826877493201499,0.25457920025715297,27.883096366508685,6.503422854133754
JAG2__Malignant,NOTCH1__Stroma,0.20889734686209813,0.9902373250234066,0.21095685002295825,35.229067930489734,5.713533438651922
HLA-B__Malignant,CD74__Bcell,0.20678529261624154,4.450106578742534,0.04646749217288922,69.03633491311216,0.526592943654555
FARP2__Malignant,PLXNA1__Stroma,0.20646734089386679,0.5824308590185847,0.35449244781049394,23.117430226434966,7.37230121116377
SELPLG__Macrophage,PLXNA3__Malignant,0.20602403889435497,0.1711024499342932,1.2040975390678064,4.79199578725645,42.28541337546077
COMP__Stroma,CD163__Macrophage,0.20526403459781875,0.8062875301300323,0.25457920025715297,13.717746182201159,6.503422854133754
LTBP1__Stroma,MRC2__Malignant,0.20423138464566903,0.24817636576039656,0.8229284203591147,5.213270142180095,34.96577145866245
JAM3__Malignant,TYROBP__Macrophage,0.20354954609022072,0.5068432679427225,0.4016025445428694,23.17008952080042,8.030542390731963
LTF__Malignant,CD81__Macrophage,0.2020732041000476,0.44096344237559215,0.45825387023337644,15.455502896261189,8.267509215376515
HLA-A__Malignant,CD74__Bcell,0.1999610235732229,4.3032454350933795,0.04646749217288922,69.08899420747761,0.526592943654555
TIMP3__Stroma,IL2RG__Macrophage,0.1995137305952804,1.0308663439741617,0.19353986262285147,16.824644549763033,5.555555555555555
LTF__Malignant,CD63__Macrophage,0.19611989896892645,0.44096344237559215,0.44475319294582394,15.455502896261189,8.241179568193786
JAM3__Malignant,ENO1__Macrophage,0.1954540381379523,0.5068432679427225,0.3856301355866884,23.17008952080042,8.056872037914692
SERTAD1__Malignant,AR__Stroma,0.19481027485600963,1.0000706795667038,0.194796506723319,39.863085834649816,4.318062137967351
TFF3__Malignant,CD74__Bcell,0.1934074326807557,4.162209399232361,0.04646749217288922,68.90468667719853,0.526592943654555
JAM3__Malignant,CD9__Macrophage,0.19153133085555366,0.5068432679427225,0.3778906477992291,23.17008952080042,8.004212743549237
LAMA3__Malignant,ITGAV__Stroma,0.1881153718621201,0.34173135374235986,0.5504773553905304,13.665086887835704,10.795155344918378
THBS1__Stroma,IL2RG__Macrophage,0.1874555723426541,0.9685631156406587,0.19353986262285147,16.53501843075303,5.555555555555555
SELPLG__Macrophage,IL6ST__Stroma,0.18728103272261562,0.1711024499342932,1.0945549452654555,4.79199578725645,17.9304897314376
LTBP1__Stroma,CD163__Malignant,0.18598336802783128,0.24817636576039656,0.7493999980940574,5.213270142180095,33.62295945234334
CXCL10__Macrophage,FLOT1__Stroma,0.1859513616398288,0.2046351190333584,0.908697209541614,5.26592943654555,16.903633491311215
JAM3__Malignant,ITGB2__Macrophage,0.1843485612775098,0.5068432679427225,0.3637190684721548,23.17008952080042,8.004212743549237
SEMA4A__Malignant,PLXNA3__Stroma,0.18426466618955029,0.622277856205564,0.29611316609132254,24.69720905739863,6.661400737230121
HLA-C__Malignant,CD74__Bcell,0.1842053516838279,3.9641767409883983,0.04646749217288922,68.64139020537124,0.526592943654555
PTN__Malignant,PLXNB2__Stroma,0.18309867080820752,0.19352979474505222,0.9461006820650733,7.714586624539231,16.929963138493946
LAMB3__Malignant,CD151__Stroma,0.1813539575282265,0.16919805535699145,1.0718442191642645,6.503422854133754,18.43075302790943
ECM1__Malignant,IL2RG__Macrophage,0.1810325467585646,0.9353760217931966,0.19353986262285147,41.442864665613484,5.555555555555555
CXCL10__Macrophage,LDLR__Malignant,0.18095126157158958,0.2046351190333584,0.8842629868536493,5.26592943654555,31.85887309110058
PTN__Malignant,SDC4__Stroma,0.18046237289726025,0.19352979474505222,0.9324785009718713,7.714586624539231,16.95629278567667
CD24__Malignant,CD74__Bcell,0.17923348390428628,3.8571800526144475,0.04646749217288922,68.19378620326488,0.526592943654555
UBA52__Malignant,CD74__Bcell,0.1787419732028444,3.846602535333912,0.04646749217288922,68.74670879410216,0.526592943654555
LTF__Malignant,TYROBP__Macrophage,0.17709204050842078,0.44096344237559215,0.4016025445428694,15.455502896261189,8.030542390731963
CXCL10__Macrophage,ITGB5__Stroma,0.1738285307710506,0.2046351190333584,0.8494560053629607,5.26592943654555,15.11321748288573
FARP2__Malignant,PLXNA3__Stroma,0.17246544569328184,0.5824308590185847,0.29611316609132254,23.117430226434966,6.661400737230121
GNAS__Malignant,CD74__Bcell,0.170549642827518,3.67030013569406,0.04646749217288922,68.27277514481305,0.526592943654555
LTF__Malignant,ENO1__Macrophage,0.17004879207207246,0.44096344237559215,0.3856301355866884,15.455502896261189,8.056872037914692
CXCL10__Macrophage,MRC2__Malignant,0.16840005525612103,0.2046351190333584,0.8229284203591147,5.26592943654555,34.96577145866245
JAM3__Malignant,FLOT1__Macrophage,0.16755063649009946,0.5068432679427225,0.33057682145052003,23.17008952080042,7.60926803580832
LTF__Malignant,CD9__Macrophage,0.16663596089509056,0.44096344237559215,0.3778906477992291,15.455502896261189,8.004212743549237
ARF1__Malignant,CD74__Bcell,0.16455668622478853,3.5413291858431024,0.04646749217288922,68.06213796735123,0.526592943654555
ICAM3__Malignant,ITGAL__Stroma,0.16421773899409106,0.7738203185704488,0.21221688685748907,28.620326487625064,6.661400737230121
HSPA1A__Malignant,CD74__Bcell,0.16399751836326582,3.529295657985773,0.04646749217288922,67.7461822011585,0.526592943654555
PTN__Malignant,SDC1__Stroma,0.16388370798787802,0.19352979474505222,0.8468138366176191,7.714586624539231,15.297525013164822
LGALS3BP__Malignant,CD74__Bcell,0.16192073373638263,3.484602378237509,0.04646749217288922,68.72037914691943,0.526592943654555
CD9__Malignant,CD74__Bcell,0.1606428658671203,3.4571021235539154,0.04646749217288922,67.6408636124276,0.526592943654555
LTF__Malignant,ITGB2__Macrophage,0.16038681249112507,0.44096344237559215,0.3637190684721548,15.455502896261189,8.004212743549237
MMP7__Malignant,IL2RG__Macrophage,0.16003375644014592,0.826877493201499,0.19353986262285147,27.883096366508685,5.555555555555555
LTBP1__Stroma,CD74__Macrophage,0.15749769189779836,0.24817636576039656,0.6346200268314651,5.213270142180095,8.293838862559241
CDH1__Malignant,CDH1__Endothelial,0.15698864917278502,3.082696117276213,0.050925762125232095,65.82411795681938,1.1848341232227488
COMP__Stroma,IL2RG__Macrophage,0.15604877781588467,0.8062875301300323,0.19353986262285147,13.717746182201159,5.555555555555555
LAMB3__Malignant,ITGB1__Stroma,0.1555953842414197,0.16919805535699145,0.9196050386816123,6.503422854133754,15.876777251184834
SELPLG__Macrophage,FLOT1__Stroma,0.15548031880102595,0.1711024499342932,0.908697209541614,4.79199578725645,16.903633491311215
EFNA1__Malignant,CD74__Bcell,0.1552464407325465,3.340968782109631,0.04646749217288922,67.16692996313849,0.526592943654555
AZGP1__Malignant,CD74__Bcell,0.15448451281930117,3.324571772552703,0.04646749217288922,67.53554502369668,0.526592943654555
CXCL10__Macrophage,CD163__Malignant,0.153353557813576,0.2046351190333584,0.7493999980940574,5.26592943654555,33.62295945234334
LTBP1__Stroma,TREM2__Malignant,0.15287492649121612,0.24817636576039656,0.6159930903283924,5.213270142180095,24.986835176408636
SELPLG__Macrophage,LDLR__Malignant,0.1512995634368751,0.1711024499342932,0.8842629868536493,4.79199578725645,31.85887309110058
BST2__Malignant,CD74__Bcell,0.14893281987165705,3.2050970023845986,0.04646749217288922,67.58820431806214,0.526592943654555
TNFSF10__Malignant,CD74__Bcell,0.14613397582485574,3.1448646998452707,0.04646749217288922,66.29805160610847,0.526592943654555
LTF__Malignant,FLOT1__Macrophage,0.1457722931564028,0.44096344237559215,0.33057682145052003,15.455502896261189,7.60926803580832
SELPLG__Macrophage,ITGB5__Stroma,0.14534400362900068,0.1711024499342932,0.8494560053629607,4.79199578725645,15.11321748288573
LTBP1__Stroma,FPR3__Malignant,0.14490594341858665,0.24817636576039656,0.5838829292813765,5.213270142180095,25.3291205897841
HLA-DRB1__Malignant,CD74__Bcell,0.14458850977862137,3.111605619702012,0.04646749217288922,68.27277514481305,0.526592943654555
APP__Malignant,CAV1__Endothelial,0.14181302859664063,2.2825478446454506,0.06212926880341846,62.32227488151659,1.0795155344918377
SELPLG__Macrophage,MRC2__Malignant,0.1408050688440024,0.1711024499342932,0.8229284203591147,4.79199578725645,34.96577145866245
IGFBP4__Malignant,CD74__Bcell,0.14034533158236506,3.020290638026889,0.04646749217288922,68.45708267509215,0.526592943654555
COL4A5__Malignant,ITGAV__Stroma,0.13883660600005054,0.25221129378074847,0.5504773553905304,9.899947340705635,10.795155344918378
CXCL10__Macrophage,CAP1__Stroma,0.13686146016232323,0.2046351190333584,0.6688072937275878,5.26592943654555,13.217482885729332
CXCL10__Macrophage,LAMP2__Stroma,0.13574262842024995,0.2046351190333584,0.6633398463639175,5.26592943654555,12.76987888362296
CXCL14__Malignant,CD74__Bcell,0.13241806970941086,2.849692624184015,0.04646749217288922,66.45602948920485,0.526592943654555
ADAM17__Malignant,NOTCH1__Stroma,0.1311750221555541,0.621809730953408,0.21095685002295825,24.381253291205898,5.713533438651922
JAM3__Malignant,CD163__Macrophage,0.1290317538085802,0.5068432679427225,0.25457920025715297,23.17008952080042,6.503422854133754
SELPLG__Macrophage,CD163__Malignant,0.1282241756546479,0.1711024499342932,0.7493999980940574,4.79199578725645,33.62295945234334
MDK__Malignant,PTPRB__Endothelial,0.12726468478374428,2.6881703528770178,0.047342492505186316,65.376513954713,0.8162190626645603
COL4A5__Malignant,CD47__Stroma,0.1271461125777705,0.25221129378074847,0.5041253731020497,9.899947340705635,10.32122169562928
CDH1__Malignant,PTPRM__Endothelial,0.12682971697215334,3.082696117276213,0.041142464955065586,65.82411795681938,0.7635597682991049
CXCL10__Macrophage,TREM2__Malignant,0.12605381936307689,0.2046351190333584,0.6159930903283924,5.26592943654555,24.986835176408636
CCL19__Bcell,CD74__Malignant,0.12356308900483848,0.02911829801605255,4.243485966683894,0.526592943654555,69.03633491311216
CXCL10__Macrophage,FPR3__Malignant,0.11948295273504048,0.2046351190333584,0.5838829292813765,5.26592943654555,25.3291205897841
WNT3__Malignant,FZD2__Stroma,0.11695670017744253,0.4605328016400675,0.2539595437305046,19.036334913112167,5.739863085834649
COPA__Malignant,CD74__Bcell,0.11553939238178107,2.4864563801269832,0.04646749217288922,63.69141653501843,0.526592943654555
SELPLG__Macrophage,CAP1__Stroma,0.11443456649071472,0.1711024499342932,0.6688072937275878,4.79199578725645,13.217482885729332
LTBP1__Stroma,CD81__Macrophage,0.11372778011015573,0.24817636576039656,0.45825387023337644,5.213270142180095,8.267509215376515
SELPLG__Macrophage,LAMP2__Stroma,0.11349907285190393,0.1711024499342932,0.6633398463639175,4.79199578725645,12.76987888362296
LTF__Malignant,CD163__Macrophage,0.11226012050261941,0.44096344237559215,0.25457920025715297,15.455502896261189,6.503422854133754
LTBP1__Stroma,CD63__Macrophage,0.11037723108562703,0.24817636576039656,0.44475319294582394,5.213270142180095,8.241179568193786
CCL19__Bcell,BAMBI__Malignant,0.107809433422098,0.02911829801605255,3.702463425666707,0.526592943654555,67.93048973143759
PTN__Malignant,ITGAV__Stroma,0.10653376960052852,0.19352979474505222,0.5504773553905304,7.714586624539231,10.795155344918378
SELPLG__Macrophage,TREM2__Malignant,0.10539792689778431,0.1711024499342932,0.6159930903283924,4.79199578725645,24.986835176408636
CCL19__Bcell,CD9__Malignant,0.10066492990557104,0.02911829801605255,3.4571021235539154,0.526592943654555,67.6408636124276
SELPLG__Macrophage,FPR3__Malignant,0.09990379967485517,0.1711024499342932,0.5838829292813765,4.79199578725645,25.3291205897841
LTBP1__Stroma,TYROBP__Macrophage,0.09966825998477712,0.24817636576039656,0.4016025445428694,5.213270142180095,8.030542390731963
WNT3__Malignant,FZD1__Stroma,0.09962100108340097,0.4605328016400675,0.21631684155531755,19.036334913112167,4.713006845708268
JAM3__Malignant,IL2RG__Macrophage,0.09809437644895161,0.5068432679427225,0.19353986262285147,23.17008952080042,5.555555555555555
CCL19__Bcell,CD63__Malignant,0.09665274339752229,0.02911829801605255,3.31931294007084,0.526592943654555,68.48341232227489
SEMA5A__Malignant,PLXNA1__Stroma,0.09595409090795125,0.2706802119498094,0.35449244781049394,11.979989468141126,7.37230121116377
LTBP1__Stroma,ENO1__Macrophage,0.0957042855775933,0.24817636576039656,0.3856301355866884,5.213270142180095,8.056872037914692
LTBP1__Stroma,CD9__Macrophage,0.09378352762565467,0.24817636576039656,0.3778906477992291,5.213270142180095,8.004212743549237
LAMB3__Malignant,ITGAV__Stroma,0.09313969805013722,0.16919805535699145,0.5504773553905304,6.503422854133754,10.795155344918378
CCL19__Bcell,IL6ST__Malignant,0.09173746909846901,0.02911829801605255,3.150509313693242,0.526592943654555,67.29857819905213
LTBP1__Stroma,ITGB2__Macrophage,0.09026647657117622,0.24817636576039656,0.3637190684721548,5.213270142180095,8.004212743549237
CCL19__Bcell,ENO1__Malignant,0.08896386322437103,0.02911829801605255,3.0552562919483264,0.526592943654555,67.14060031595577
CCL19__Bcell,ERBB2__Malignant,0.08844654087039332,0.02911829801605255,3.0374900628338186,0.526592943654555,66.58767772511848
CD44__Malignant,CD74__Bcell,0.0883304200622564,1.900907837539627,0.04646749217288922,58.58346498156924,0.526592943654555
LAMA3__Malignant,ITGA1__Stroma,0.08816507651448716,0.34173135374235986,0.2579952806465546,13.665086887835704,5.371248025276461
CCL19__Bcell,CD151__Malignant,0.08806075155972311,0.02911829801605255,3.02424102916923,0.526592943654555,67.19325961032122
CD47__Malignant,CD74__Bcell,0.0865926714775286,1.8635107561937638,0.04646749217288922,56.6350710900474,0.526592943654555
LTF__Malignant,IL2RG__Macrophage,0.08534400405907179,0.44096344237559215,0.19353986262285147,15.455502896261189,5.555555555555555
COL9A3__Malignant,SDC4__Stroma,0.08528144240361982,0.09145673848215871,0.9324785009718713,3.7651395471300684,16.95629278567667
SPN__Malignant,SIGLEC1__Stroma,0.08524949659294213,0.30257558736004186,0.2817461161911312,11.453396524486571,9.057398630858346
LAMA3__Malignant,ITGB4__Stroma,0.08442433230757733,0.34173135374235986,0.24704883348581186,13.665086887835704,7.161664033701948
COL9A3__Malignant,ITGB1__Stroma,0.08410407752957966,0.09145673848215871,0.9196050386816123,3.7651395471300684,15.876777251184834
CDH1__Malignant,LRP5__Endothelial,0.08395700297381489,3.082696117276213,0.027234926758851932,65.82411795681938,0.5002632964718273
CADM1__Malignant,CADM1__Stroma,0.08231926644243136,0.5766729594475567,0.14274861530058888,24.59189046866772,3.1332280147446023
LTBP1__Stroma,FLOT1__Macrophage,0.08204135415221357,0.24817636576039656,0.33057682145052003,5.213270142180095,7.60926803580832
SEMA5A__Malignant,PLXNA3__Stroma,0.0801519745587283,0.2706802119498094,0.29611316609132254,11.979989468141126,6.661400737230121
CCL19__Bcell,FLOT1__Malignant,0.0798718979549594,0.02911829801605255,2.7430139601884367,0.526592943654555,65.7451290152712
WNT7B__Malignant,FZD2__Stroma,0.07984617975039106,0.3144051157814403,0.2539595437305046,12.269615587151133,5.739863085834649
CCL19__Bcell,PLXNB2__Malignant,0.07909224053506535,0.02911829801605255,2.7162384453742043,0.526592943654555,65.69246972090575
CCL19__Bcell,SDC1__Malignant,0.07895393960080939,0.02911829801605255,2.7114888225020253,0.526592943654555,64.797261716693
CCL19__Bcell,GFRA1__Malignant,0.07749150906846893,0.02911829801605255,2.6612650583405952,0.526592943654555,64.6129541864139
COL9A3__Malignant,SDC1__Stroma,0.07744683159861107,0.09145673848215871,0.8468138366176191,3.7651395471300684,15.297525013164822
TGFA__Malignant,ERBB3__Stroma,0.07650427494757192,0.1530417780498424,0.49989144090220994,6.240126382306476,14.007372301211163
SORBS1__Malignant,ITGA1__Stroma,0.07636901444196117,0.2960093465685689,0.2579952806465546,12.611901000526593,5.371248025276461
CCL19__Bcell,CD55__Malignant,0.07462162426568861,0.02911829801605255,2.5627055614497336,0.526592943654555,63.90205371248025
CCL19__Bcell,AMFR__Malignant,0.07362673951226377,0.02911829801605255,2.528538566082203,0.526592943654555,62.82253817798842
PDGFB__Malignant,S1PR1__Stroma,0.07149667329735661,0.5240795366576633,0.1364233256526849,25.250131648235914,3.2648762506582414
CCL19__Bcell,PRLR__Malignant,0.07016658650319665,0.02911829801605255,2.409707684992945,0.526592943654555,61.87467087941022
CCL19__Bcell,IFITM1__Malignant,0.07011815838634725,0.02911829801605255,2.4080445343231256,0.526592943654555,62.34860452869931
PTPRK__Malignant,PTPRK__Stroma,0.06832555541960271,0.5518466486141326,0.12381257653949793,21.563981042654028,2.975250131648236
CCL19__Bcell,ATP6AP2__Malignant,0.06828909333475623,0.02911829801605255,2.3452295631121474,0.526592943654555,62.95418641390206
WNT7B__Malignant,FZD1__Stroma,0.0680111216146751,0.3144051157814403,0.21631684155531755,12.269615587151133,4.713006845708268
SEMA3E__Malignant,PLXND1__Stroma,0.0670177770358033,0.09963070681609941,0.672661864775347,4.081095313322802,13.217482885729332
CCL19__Bcell,ADORA2A__Malignant,0.06674249349038973,0.02911829801605255,2.2921152003319505,0.526592943654555,60.61084781463928
FN1__Stroma,CD74__Bcell,0.06656644708867422,1.4325379738808335,0.04646749217288922,19.641916798314902,0.526592943654555
WNT3__Malignant,LRP5__Stroma,0.06590015713664876,0.4605328016400675,0.14309546877434687,19.036334913112167,3.291205897840969
COL4A5__Malignant,ITGA1__Stroma,0.06506932352119482,0.25221129378074847,0.2579952806465546,9.899947340705635,5.371248025276461
CCL19__Bcell,ITGB5__Malignant,0.06413457048375822,0.02911829801605255,2.2025521700616446,0.526592943654555,63.3754607688257
LTBP1__Stroma,CD163__Macrophage,0.06318054071800844,0.24817636576039656,0.25457920025715297,5.213270142180095,6.503422854133754
PODXL2__Malignant,CD74__Bcell,0.06254101592232997,1.3459089999872773,0.04646749217288922,43.733543970510794,0.526592943654555
EDN1__Malignant,EDNRA__Stroma,0.05838256362699283,0.31558580292226424,0.18499743361831061,12.40126382306477,3.949447077409163
CCL19__Bcell,TYROBP__Malignant,0.05693772948094138,0.02911829801605255,1.9553934591078206,0.526592943654555,60.55818852027382
CCL19__Bcell,CD44__Malignant,0.055351200914528866,0.02911829801605255,1.900907837539627,0.526592943654555,58.58346498156924
SIRPG__Malignant,CD47__Stroma,0.05440215490310176,0.10791393928130884,0.5041253731020497,4.1864139020537126,10.32122169562928
CCL19__Bcell,CD47__Malignant,0.05426226155496946,0.02911829801605255,1.8635107561937638,0.526592943654555,56.6350710900474
CCL19__Bcell,MAGED1__Malignant,0.053126333449078945,0.02911829801605255,1.824499955999869,0.526592943654555,56.766719325961034
COL9A3__Malignant,ITGAV__Stroma,0.05034486353230208,0.09145673848215871,0.5504773553905304,3.7651395471300684,10.795155344918378
LTBP1__Stroma,IL2RG__Macrophage,0.04803201973550569,0.24817636576039656,0.19353986262285147,5.213270142180095,5.555555555555555
TIMP3__Stroma,CD74__Bcell,0.04790177376991429,1.0308663439741617,0.04646749217288922,16.824644549763033,0.526592943654555
CCL19__Bcell,IL13RA1__Malignant,0.04778721901243587,0.02911829801605255,1.6411405290958758,0.526592943654555,52.58030542390731
PTN__Malignant,SDC3__Stroma,0.04550740748407643,0.19352979474505222,0.23514419339939838,7.714586624539231,5.107951553449184
THBS1__Stroma,CD74__Bcell,0.045006698994981505,0.9685631156406587,0.04646749217288922,16.53501843075303,0.526592943654555
WNT7B__Malignant,LRP5__Stroma,0.044989947427798,0.3144051157814403,0.14309546877434687,12.269615587151133,3.291205897840969
LAMB3__Malignant,ITGA1__Stroma,0.04365229977667829,0.16919805535699145,0.2579952806465546,6.503422854133754,5.371248025276461
ECM1__Malignant,CD74__Bcell,0.043464577971383624,0.9353760217931966,0.04646749217288922,41.442864665613484,0.526592943654555
COL4A5__Malignant,ITGA11__Stroma,0.04343899573083895,0.25221129378074847,0.17223255580537644,9.899947340705635,3.738809899947341
LAMB3__Malignant,ITGB4__Stroma,0.041800182204012555,0.16919805535699145,0.24704883348581186,6.503422854133754,7.161664033701948
SEMA3E__Malignant,NRP1__Stroma,0.039027077988577706,0.09963070681609941,0.39171736541641483,4.081095313322802,8.056872037914692
MMP7__Malignant,CD74__Bcell,0.03842292344327891,0.826877493201499,0.04646749217288922,27.883096366508685,0.526592943654555
CCL19__Bcell,CD81__Stroma,0.037958999996341045,0.02911829801605255,1.3036132803989686,0.526592943654555,19.40494997367035
CCL19__Bcell,CD74__Stroma,0.037608654973157685,0.02911829801605255,1.2915814980815332,0.526592943654555,20.221169036334913
COMP__Stroma,CD74__Bcell,0.03746615949541546,0.8062875301300323,0.04646749217288922,13.717746182201159,0.526592943654555
SELE__Endothelial,GLG1__Stroma,0.03640825487840958,0.05616188744402302,0.648273349336736,0.9215376513954713,12.480252764612953
CCL19__Bcell,PLXNA3__Malignant,0.03506127098297186,0.02911829801605255,1.2040975390678064,0.526592943654555,42.28541337546077
ROBO1__Malignant,ROBO1__Stroma,0.034834984651457526,0.2861307374427847,0.12174499308527872,12.111637704054766,2.790942601369142
BMP4__Malignant,RGMB__Stroma,0.03422803091818581,0.1654664816956689,0.20685779118177583,7.345971563981042,4.528699315429173
HSPG2__Endothelial,ITGB1__Macrophage,0.0340140936233136,0.1154443143349699,0.2946363692248999,1.579778830963665,7.477619799894682
COL4A2__Endothelial,SDC4__Macrophage,0.032468022649524066,0.09908050203215302,0.3276933602838199,1.4481305950500263,7.846234860452871
CCL19__Bcell,IL6ST__Stroma,0.03187157709118362,0.02911829801605255,1.0945549452654555,0.526592943654555,17.9304897314376
COL4A2__Endothelial,CD44__Macrophage,0.030748081815648195,0.09908050203215302,0.3103343360701787,1.4481305950500263,7.50394944707741
COL4A2__Endothelial,ITGB1__Macrophage,0.02919271937973388,0.09908050203215302,0.2946363692248999,1.4481305950500263,7.477619799894682
APOE__Macrophage,CD74__Bcell,0.02866509843216484,0.6168849897367406,0.04646749217288922,8.293838862559241,0.526592943654555
WNT5A__Malignant,FZD2__Stroma,0.027641671424742158,0.10884281416915284,0.2539595437305046,4.6866771985255395,5.739863085834649
PSAP__Macrophage,CD74__Bcell,0.026906380865376372,0.5790366470664519,0.04646749217288922,8.293838862559241,0.526592943654555
GDF11__Malignant,ACVR2A__Stroma,0.026840976859579868,0.26212370906443455,0.10239812703467388,10.66350710900474,2.238020010531859
HLA-DRA__Macrophage,CD74__Bcell,0.026802607945124225,0.5768034101216638,0.04646749217288922,8.293838862559241,0.526592943654555
CCL19__Bcell,FLOT1__Stroma,0.026459716153788067,0.02911829801605255,0.908697209541614,0.526592943654555,16.903633491311215
CCL19__Bcell,LDLR__Malignant,0.025748233175769318,0.02911829801605255,0.8842629868536493,0.526592943654555,31.85887309110058
CCL19__Bcell,ITGB5__Stroma,0.024734713115684225,0.02911829801605255,0.8494560053629607,0.526592943654555,15.11321748288573
LYZ__Macrophage,CD74__Bcell,0.024074769841337613,0.5180991853781101,0.04646749217288922,8.293838862559241,0.526592943654555
TNFSF15__Malignant,TNFRSF6B__Stroma,0.02403108980698683,0.0902848814566065,0.266169589185725,3.5018430753027907,5.476566614007372
CCL19__Bcell,MRC2__Malignant,0.02396227498989607,0.02911829801605255,0.8229284203591147,0.526592943654555,34.96577145866245
COL9A3__Malignant,ITGA1__Stroma,0.023595406911723085,0.09145673848215871,0.2579952806465546,3.7651395471300684,5.371248025276461
JAM3__Malignant,CD74__Bcell,0.023551735586010054,0.5068432679427225,0.04646749217288922,23.17008952080042,0.526592943654555
WNT5A__Malignant,FZD1__Stroma,0.023544533787063508,0.10884281416915284,0.21631684155531755,4.6866771985255395,4.713006845708268
C1QA__Macrophage,CD74__Bcell,0.02245302478820174,0.48319854888363495,0.04646749217288922,8.293838862559241,0.526592943654555
C1QB__Macrophage,CD74__Bcell,0.02219587300272114,0.47766453416806076,0.04646749217288922,8.267509215376515,0.526592943654555
GRN__Macrophage,CD74__Bcell,0.021841714663676712,0.4700428975682906,0.04646749217288922,8.293838862559241,0.526592943654555
CCL19__Bcell,CD163__Malignant,0.02182125247773198,0.02911829801605255,0.7493999980940574,0.526592943654555,33.62295945234334
VIM__Macrophage,CD74__Bcell,0.02158714013119643,0.4645643464226186,0.04646749217288922,8.241179568193786,0.526592943654555
LGALS9__Endothelial,CD44__Macrophage,0.02128678693147808,0.06859307674760265,0.3103343360701787,1.1585044760400212,7.50394944707741
TNXB__Endothelial,SDC4__Macrophage,0.020503467051926787,0.062569064671217145,0.3276933602838199,1.1058451816745656,7.846234860452871
LTF__Malignant,CD74__Bcell,0.020490465307118115,0.44096344237559215,0.04646749217288922,15.455502896261189,0.526592943654555
SFRP1__Malignant,FZD2__Stroma,0.020408068734379406,0.0803595266970393,0.2539595437305046,2.9225908372827805,5.739863085834649
VWF__Endothelial,ITGAV__Macrophage,0.01990906485555318,0.12288363507028043,0.16201559177645303,1.6061084781463928,5.450236966824645
ESAM__Endothelial,ESAM__Stroma,0.019723189362985217,0.07194179066412285,0.27415482963257837,1.1848341232227488,5.792522380200105
CCL19__Bcell,CAP1__Stroma,0.019474530094069496,0.02911829801605255,0.6688072937275878,0.526592943654555,13.217482885729332
CCL19__Bcell,LAMP2__Stroma,0.019315327332347063,0.02911829801605255,0.6633398463639175,0.526592943654555,12.76987888362296
CCL19__Bcell,CD74__Macrophage,0.018479055068233868,0.02911829801605255,0.6346200268314651,0.526592943654555,8.293838862559241
TNXB__Endothelial,ITGB1__Macrophage,0.018435122040525373,0.062569064671217145,0.2946363692248999,1.1058451816745656,7.477619799894682
CCL19__Bcell,TREM2__Malignant,0.01793667038001131,0.02911829801605255,0.6159930903283924,0.526592943654555,24.986835176408636
SELE__Endothelial,CD44__Macrophage,0.017428962052388988,0.05616188744402302,0.3103343360701787,0.9215376513954713,7.50394944707741
ANXA2__Macrophage,CD74__Bcell,0.01737627969568762,0.3739448565684712,0.04646749217288922,7.925223802001054,0.526592943654555
HLA-DMA__Macrophage,CD74__Bcell,0.017110401995223956,0.3682230564877949,0.04646749217288922,7.9515534491837805,0.526592943654555
CCL19__Bcell,FPR3__Malignant,0.017001677141300856,0.02911829801605255,0.5838829292813765,0.526592943654555,25.3291205897841
CD226__Malignant,PVR__Stroma,0.016986874835389465,0.09024144204017466,0.18823806946510302,3.7124802527646126,4.318062137967351
BMP4__Malignant,ACVR2A__Stroma,0.016943457812653644,0.1654664816956689,0.10239812703467388,7.345971563981042,2.238020010531859
ITGB2__Macrophage,CD74__Bcell,0.016901112967360413,0.3637190684721548,0.04646749217288922,8.004212743549237,0.526592943654555
JAM2__Endothelial,ITGB1__Macrophage,0.01623980241239146,0.055118118836155625,0.2946363692248999,0.9741969457609267,7.477619799894682
COL4A2__Endothelial,ITGAV__Macrophage,0.016052586170247327,0.09908050203215302,0.16201559177645303,1.4481305950500263,5.450236966824645
