pair,ligand_gene,receptor_gene,sender_cluster,receiver_cluster,n_sender,n_receiver,mean_score
SEMA5A__Malignant|LAMP2__Stroma,SEMA5A,LAMP2,Malignant,Stroma,2624,768,0.0052431775
HLA-DMA__Macrophage|ITGA11__Stroma,HLA-DMA,ITGA11,Macrophage,Stroma,315,768,0.0052415575
CX3CL1__Endothelial|PLXNB2__Malignant,CX3CL1,PLXNB2,Endothelial,Malignant,62,2624,0.0052411607
ADAM9__Malignant|SDC3__Stroma,ADAM9,SDC3,Malignant,Stroma,2624,768,0.005239729
ANG__Malignant|FZD1__Stroma,ANG,FZD1,Malignant,Stroma,2624,768,0.0052379887
GZMB__Tcell|CD74__Malignant,GZMB,CD74,Tcell,Malignant,9,2624,0.0052374965
CADM1__Malignant|CAV1__Stroma,CADM1,CAV1,Malignant,Stroma,2624,768,0.0052370983
PLAT__Malignant|NRP1__Macrophage,PLAT,NRP1,Malignant,Macrophage,2624,315,0.0052366755
PTPRC__Tcell|TYROBP__Malignant,PTPRC,TYROBP,Tcell,Malignant,9,2624,0.005235291
ICAM3__Malignant|NRP1__Macrophage,ICAM3,NRP1,Malignant,Macrophage,2624,315,0.0052337134
PIP__Malignant|S1PR2__Stroma,PIP,S1PR2,Malignant,Stroma,2624,768,0.0052327034
SERTAD1__Malignant|HAVCR2__Macrophage,SERTAD1,HAVCR2,Malignant,Macrophage,2624,315,0.005230158
TFF3__Malignant|CD4__Bcell,TFF3,CD4,Malignant,Bcell,2624,20,0.00522655
GDF11__Malignant|CAP1__Stroma,GDF11,CAP1,Malignant,Stroma,2624,768,0.0052246433
SIRPG__Malignant|CD151__Stroma,SIRPG,CD151,Malignant,Stroma,2624,768,0.0052235876
PODXL2__Malignant|ROBO1__Stroma,PODXL2,ROBO1,Malignant,Stroma,2624,768,0.0052220523
EBI3__Bcell|CD74__Malignant,EBI3,CD74,Bcell,Malignant,20,2624,0.005221071
TNFSF15__Malignant|TYROBP__Macrophage,TNFSF15,TYROBP,Malignant,Macrophage,2624,315,0.0052208933
ICAM3__Malignant|ITGA11__Stroma,ICAM3,ITGA11,Malignant,Stroma,2624,768,0.0052168826
GNAS__Malignant|IGF2R__Bcell,GNAS,IGF2R,Malignant,Bcell,2624,20,0.0052166255
FN1__Stroma|TGFBR2__Bcell,FN1,TGFBR2,Stroma,Bcell,768,20,0.0052126106
PIP__Malignant|CADM1__Stroma,PIP,CADM1,Malignant,Stroma,2624,768,0.005212415
LGALS9__Bcell|ITGB5__Malignant,LGALS9,ITGB5,Bcell,Malignant,20,2624,0.0052108853
CFH__Tcell|BAMBI__Malignant,CFH,BAMBI,Tcell,Malignant,9,2624,0.0052105035
ICAM3__Malignant|PLXNA3__Stroma,ICAM3,PLXNA3,Malignant,Stroma,2624,768,0.005209353
F11R__Malignant|ITGA6__Macrophage,F11R,ITGA6,Malignant,Macrophage,2624,315,0.0052063707
PODXL2__Malignant|S1PR1__Stroma,PODXL2,S1PR1,Malignant,Stroma,2624,768,0.0052060094
SEMA3C__Malignant|PTPRK__Stroma,SEMA3C,PTPRK,Malignant,Stroma,2624,768,0.005204539
TGFA__Malignant|FLOT1__Macrophage,TGFA,FLOT1,Malignant,Macrophage,2624,315,0.005203823
BMP4__Malignant|FLOT1__Stroma,BMP4,FLOT1,Malignant,Stroma,2624,768,0.0052024494
WNT3__Malignant|LAMA4__Stroma,WNT3,LAMA4,Malignant,Stroma,2624,768,0.0051977765
SEMA4C__Malignant|HAVCR2__Macrophage,SEMA4C,HAVCR2,Malignant,Macrophage,2624,315,0.0051973024
ADAM9__Malignant|FZD1__Stroma,ADAM9,FZD1,Malignant,Stroma,2624,768,0.005194044
SERTAD1__Malignant|NRP2__Stroma,SERTAD1,NRP2,Malignant,Stroma,2624,768,0.0051893136
C1QB__Macrophage|CXCR4__Stroma,C1QB,CXCR4,Macrophage,Stroma,315,768,0.005188896
COL7A1__Malignant|ITGAV__Macrophage,COL7A1,ITGAV,Malignant,Macrophage,2624,315,0.005187464
CD44__Malignant|F2RL2__Macrophage,CD44,F2RL2,Malignant,Macrophage,2624,315,0.005187428
LAMA5__Malignant|PTPRB__Endothelial,LAMA5,PTPRB,Malignant,Endothelial,2624,62,0.005187169
SELPLG__Tcell|SDC1__Malignant,SELPLG,SDC1,Tcell,Malignant,9,2624,0.005181009
LTBP3__Malignant|TNFRSF6B__Macrophage,LTBP3,TNFRSF6B,Malignant,Macrophage,2624,315,0.005173308
VCAM1__Endothelial|IFITM1__Malignant,VCAM1,IFITM1,Endothelial,Malignant,62,2624,0.0051730764
ANG__Malignant|SDC3__Stroma,ANG,SDC3,Malignant,Stroma,2624,768,0.0051719444
MMP7__Malignant|SIRPA__Stroma,MMP7,SIRPA,Malignant,Stroma,2624,768,0.005170197
GPI__Malignant|TGFBR2__Bcell,GPI,TGFBR2,Malignant,Bcell,2624,20,0.0051689497
MMP7__Malignant|VANGL1__Stroma,MMP7,VANGL1,Malignant,Stroma,2624,768,0.0051687974
COL4A2__Endothelial|TREM2__Malignant,COL4A2,TREM2,Endothelial,Malignant,62,2624,0.0051655485
PLAT__Malignant|FZD2__Stroma,PLAT,FZD2,Malignant,Stroma,2624,768,0.0051654303
UBA52__Malignant|SDC2__Bcell,UBA52,SDC2,Malignant,Bcell,2624,20,0.005163677
ALCAM__Malignant|PTPRM__Endothelial,ALCAM,PTPRM,Malignant,Endothelial,2624,62,0.005162592
PGF__Endothelial|IL6ST__Malignant,PGF,IL6ST,Endothelial,Malignant,62,2624,0.0051587354
THBS3__Malignant|NOTCH1__Stroma,THBS3,NOTCH1,Malignant,Stroma,2624,768,0.005156981
WNT3__Malignant|APP__Macrophage,WNT3,APP,Malignant,Macrophage,2624,315,0.005154932
HSPA1A__Malignant|IGF2R__Bcell,HSPA1A,IGF2R,Malignant,Bcell,2624,20,0.0051512676
SERTAD1__Malignant|ITGAM__Macrophage,SERTAD1,ITGAM,Malignant,Macrophage,2624,315,0.0051511507
IGFBP4__Malignant|F11R__Bcell,IGFBP4,F11R,Malignant,Bcell,2624,20,0.0051458804
ADAM9__Malignant|HAVCR2__Macrophage,ADAM9,HAVCR2,Malignant,Macrophage,2624,315,0.0051449877
EDN1__Malignant|NPTN__Stroma,EDN1,NPTN,Malignant,Stroma,2624,768,0.0051410473
AZGP1__Malignant|TFRC__Bcell,AZGP1,TFRC,Malignant,Bcell,2624,20,0.0051392834
COL9A2__Malignant|CD44__Bcell,COL9A2,CD44,Malignant,Bcell,2624,20,0.0051368615
ICAM2__Bcell|IL6ST__Malignant,ICAM2,IL6ST,Bcell,Malignant,20,2624,0.0051362873
ICAM3__Malignant|SCARB1__Stroma,ICAM3,SCARB1,Malignant,Stroma,2624,768,0.0051290016
PDGFB__Malignant|LAMA4__Stroma,PDGFB,LAMA4,Malignant,Stroma,2624,768,0.0051282765
GPC3__Malignant|S1PR2__Stroma,GPC3,S1PR2,Malignant,Stroma,2624,768,0.005128152
NAMPT__Malignant|S1PR2__Stroma,NAMPT,S1PR2,Malignant,Stroma,2624,768,0.005127689
SELPLG__Macrophage|APLP2__Stroma,SELPLG,APLP2,Macrophage,Stroma,315,768,0.005124965
WNT5A__Malignant|CD151__Stroma,WNT5A,CD151,Malignant,Stroma,2624,768,0.005124266
HLA-DMA__Macrophage|TNFRSF6B__Stroma,HLA-DMA,TNFRSF6B,Macrophage,Stroma,315,768,0.005124191
CD47__Malignant|F2RL2__Macrophage,CD47,F2RL2,Malignant,Macrophage,2624,315,0.005122433
HSPG2__Endothelial|ITGB1__Macrophage,HSPG2,ITGB1,Endothelial,Macrophage,62,315,0.0051223114
CXCL10__Macrophage|CDH1__Stroma,CXCL10,CDH1,Macrophage,Stroma,315,768,0.005120526
IL6__Endothelial|CD74__Malignant,IL6,CD74,Endothelial,Malignant,62,2624,0.0051182164
LAMB2__Malignant|CLEC2D__Endothelial,LAMB2,CLEC2D,Malignant,Endothelial,2624,62,0.005116906
TNXB__Endothelial|CD44__Malignant,TNXB,CD44,Endothelial,Malignant,62,2624,0.0051162415
MMP7__Malignant|ITGB4__Stroma,MMP7,ITGB4,Malignant,Stroma,2624,768,0.0051139793
TNFSF10__Malignant|ITGAM__Bcell,TNFSF10,ITGAM,Malignant,Bcell,2624,20,0.005113299
WNT7B__Malignant|ITGB2__Stroma,WNT7B,ITGB2,Malignant,Stroma,2624,768,0.0051108804
SPN__Malignant|ITGAV__Stroma,SPN,ITGAV,Malignant,Stroma,2624,768,0.0051102005
CALR__Malignant|CD40__Bcell,CALR,CD40,Malignant,Bcell,2624,20,0.0051087122
ANXA2__Macrophage|CD82__Stroma,ANXA2,CD82,Macrophage,Stroma,315,768,0.0051072733
APP__Malignant|PTPRM__Endothelial,APP,PTPRM,Malignant,Endothelial,2624,62,0.005105444
VWF__Endothelial|NOTCH2__Stroma,VWF,NOTCH2,Endothelial,Stroma,62,768,0.0050967415
SEMA3E__Malignant|CD74__Bcell,SEMA3E,CD74,Malignant,Bcell,2624,20,0.005094957
PDGFB__Malignant|APP__Macrophage,PDGFB,APP,Malignant,Macrophage,2624,315,0.005088401
SELE__Endothelial|CD63__Macrophage,SELE,CD63,Endothelial,Macrophage,62,315,0.005086717
ICAM3__Endothelial|PRLR__Malignant,ICAM3,PRLR,Endothelial,Malignant,62,2624,0.0050863987
ICAM3__Bcell|ADORA2A__Malignant,ICAM3,ADORA2A,Bcell,Malignant,20,2624,0.005084016
CALM1__Malignant|TGFBR2__Bcell,CALM1,TGFBR2,Malignant,Bcell,2624,20,0.005082224
CD24__Malignant|SDC2__Bcell,CD24,SDC2,Malignant,Bcell,2624,20,0.0050821938
C1QA__Macrophage|ITGAL__Stroma,C1QA,ITGAL,Macrophage,Stroma,315,768,0.0050819633
RTN4__Malignant|ITGB2__Bcell,RTN4,ITGB2,Malignant,Bcell,2624,20,0.0050816075
ADAM9__Malignant|NRP2__Stroma,ADAM9,NRP2,Malignant,Stroma,2624,768,0.005080998
SELPLG__Bcell|ERBB2__Malignant,SELPLG,ERBB2,Bcell,Malignant,20,2624,0.00508047
SELPLG__Endothelial|PRLR__Malignant,SELPLG,PRLR,Endothelial,Malignant,62,2624,0.005080401
COMP__Stroma|CCR5__Macrophage,COMP,CCR5,Stroma,Macrophage,768,315,0.0050803893
PIP__Malignant|VANGL1__Stroma,PIP,VANGL1,Malignant,Stroma,2624,768,0.005079622
PGF__Endothelial|CD63__Malignant,PGF,CD63,Endothelial,Malignant,62,2624,0.0050780424
PTN__Malignant|CD44__Macrophage,PTN,CD44,Malignant,Macrophage,2624,315,0.0050749
SEMA4C__Malignant|ITGAM__Macrophage,SEMA4C,ITGAM,Malignant,Macrophage,2624,315,0.005074012
LAMB3__Malignant|SDC4__Macrophage,LAMB3,SDC4,Malignant,Macrophage,2624,315,0.0050735716
PDGFB__Malignant|IL2RG__Macrophage,PDGFB,IL2RG,Malignant,Macrophage,2624,315,0.00507332
WNT5A__Malignant|ITGB1__Stroma,WNT5A,ITGB1,Malignant,Stroma,2624,768,0.0050720205
VCAM1__Endothelial|CD55__Malignant,VCAM1,CD55,Endothelial,Malignant,62,2624,0.00507027
LTBP1__Stroma|CD163__Malignant,LTBP1,CD163,Stroma,Malignant,768,2624,0.0050669718
ANG__Malignant|NRP2__Stroma,ANG,NRP2,Malignant,Stroma,2624,768,0.0050664204
LAMA3__Malignant|ITGA5__Stroma,LAMA3,ITGA5,Malignant,Stroma,2624,768,0.0050650057
ITGB2__Macrophage|FZD2__Stroma,ITGB2,FZD2,Macrophage,Stroma,315,768,0.0050601633
GDF11__Malignant|GLG1__Stroma,GDF11,GLG1,Malignant,Stroma,2624,768,0.0050600837
FN1__Stroma|CDH1__Endothelial,FN1,CDH1,Stroma,Endothelial,768,62,0.0050597205
COL7A1__Malignant|PLXNB1__Stroma,COL7A1,PLXNB1,Malignant,Stroma,2624,768,0.005059403
SELPLG__Macrophage|FPR3__Malignant,SELPLG,FPR3,Macrophage,Malignant,315,2624,0.0050549074
CD59__Malignant|TGFBR1__Bcell,CD59,TGFBR1,Malignant,Bcell,2624,20,0.0050547747
JAM3__Malignant|LAMA4__Stroma,JAM3,LAMA4,Malignant,Stroma,2624,768,0.005054516
ICAM3__Bcell|PRLR__Malignant,ICAM3,PRLR,Bcell,Malignant,20,2624,0.005048229
ESAM__Endothelial|CD63__Macrophage,ESAM,CD63,Endothelial,Macrophage,62,315,0.0050475793
ICAM2__Bcell|CD63__Malignant,ICAM2,CD63,Bcell,Malignant,20,2624,0.005044492
GDF11__Malignant|PLXND1__Stroma,GDF11,PLXND1,Malignant,Stroma,2624,768,0.005043485
JAM2__Bcell|BAMBI__Malignant,JAM2,BAMBI,Bcell,Malignant,20,2624,0.005041786
GPC3__Malignant|PVR__Stroma,GPC3,PVR,Malignant,Stroma,2624,768,0.005040871
LGALS3BP__Malignant|IGF2R__Bcell,LGALS3BP,IGF2R,Malignant,Bcell,2624,20,0.005035516
LTBP3__Malignant|ITGA6__Macrophage,LTBP3,ITGA6,Malignant,Macrophage,2624,315,0.0050352574
ADAM9__Malignant|ITGAM__Macrophage,ADAM9,ITGAM,Malignant,Macrophage,2624,315,0.005034739
SIRPG__Malignant|ITGB1__Stroma,SIRPG,ITGB1,Malignant,Stroma,2624,768,0.005027385
PTDSS1__Malignant|ACVR2A__Stroma,PTDSS1,ACVR2A,Malignant,Stroma,2624,768,0.0050266054
IL16__Tcell|CD55__Malignant,IL16,CD55,Tcell,Malignant,9,2624,0.005023685
SEMA4D__Bcell|ATP6AP2__Malignant,SEMA4D,ATP6AP2,Bcell,Malignant,20,2624,0.0050213253
THBS1__Stroma|ITGAM__Macrophage,THBS1,ITGAM,Stroma,Macrophage,768,315,0.00502044
CXCL14__Malignant|TFRC__Bcell,CXCL14,TFRC,Malignant,Bcell,2624,20,0.0050200727
CD47__Malignant|TNFRSF6B__Endothelial,CD47,TNFRSF6B,Malignant,Endothelial,2624,62,0.005019146
LTB__Tcell|IL13RA1__Malignant,LTB,IL13RA1,Tcell,Malignant,9,2624,0.005017912
COL4A2__Endothelial|SDC4__Macrophage,COL4A2,SDC4,Endothelial,Macrophage,62,315,0.005017879
HSPG2__Endothelial|ITGB2__Stroma,HSPG2,ITGB2,Endothelial,Stroma,62,768,0.0050152405
COL7A1__Malignant|ESAM__Stroma,COL7A1,ESAM,Malignant,Stroma,2624,768,0.0050142216
ZG16B__Malignant|LAG3__Macrophage,ZG16B,LAG3,Malignant,Macrophage,2624,315,0.0050132023
JAM3__Endothelial|PLXNB2__Malignant,JAM3,PLXNB2,Endothelial,Malignant,62,2624,0.0050117457
SEMA3C__Malignant|IL27RA__Macrophage,SEMA3C,IL27RA,Malignant,Macrophage,2624,315,0.0050113504
PODXL2__Malignant|LRP5__Stroma,PODXL2,LRP5,Malignant,Stroma,2624,768,0.0050110747
SERTAD1__Malignant|CD82__Stroma,SERTAD1,CD82,Malignant,Stroma,2624,768,0.005009949
SFRP1__Malignant|CD151__Stroma,SFRP1,CD151,Malignant,Stroma,2624,768,0.0050072246
HBEGF__Macrophage|ADORA2A__Malignant,HBEGF,ADORA2A,Macrophage,Malignant,315,2624,0.005006448
HSPG2__Endothelial|ITGAV__Stroma,HSPG2,ITGAV,Endothelial,Stroma,62,768,0.0050034598
PSAP__Macrophage|TGFBR2__Bcell,PSAP,TGFBR2,Macrophage,Bcell,315,20,0.005002798
LAMA3__Malignant|HLA-F__Stroma,LAMA3,HLA-F,Malignant,Stroma,2624,768,0.005001799
PSEN1__Malignant|S1PR1__Stroma,PSEN1,S1PR1,Malignant,Stroma,2624,768,0.005000816
LGALS9__Endothelial|CD63__Macrophage,LGALS9,CD63,Endothelial,Macrophage,62,315,0.0050002835
PGF__Endothelial|CD74__Macrophage,PGF,CD74,Endothelial,Macrophage,62,315,0.0049967216
APP__Malignant|CD44__Bcell,APP,CD44,Malignant,Bcell,2624,20,0.004996182
PDGFB__Endothelial|FLOT1__Malignant,PDGFB,FLOT1,Endothelial,Malignant,62,2624,0.0049958834
SELPLG__Bcell|ENO1__Malignant,SELPLG,ENO1,Bcell,Malignant,20,2624,0.004993535
LAMA3__Malignant|PTPRA__Stroma,LAMA3,PTPRA,Malignant,Stroma,2624,768,0.0049898084
VIM__Macrophage|CXCR4__Stroma,VIM,CXCR4,Macrophage,Stroma,315,768,0.004989708
LAMB3__Malignant|CD44__Macrophage,LAMB3,CD44,Malignant,Macrophage,2624,315,0.0049859863
SFRP1__Malignant|TYROBP__Macrophage,SFRP1,TYROBP,Malignant,Macrophage,2624,315,0.00498536
SEMA3C__Malignant|CD72__Macrophage,SEMA3C,CD72,Malignant,Macrophage,2624,315,0.004982006
HLA-DMA__Macrophage|FZD2__Stroma,HLA-DMA,FZD2,Macrophage,Stroma,315,768,0.0049802004
CD47__Malignant|IL2RA__Macrophage,CD47,IL2RA,Malignant,Macrophage,2624,315,0.0049782326
ADAM15__Malignant|CLEC2D__Endothelial,ADAM15,CLEC2D,Malignant,Endothelial,2624,62,0.0049738814
CCL5__Malignant|S1PR1__Stroma,CCL5,S1PR1,Malignant,Stroma,2624,768,0.004972412
MDK__Malignant|CDH1__Endothelial,MDK,CDH1,Malignant,Endothelial,2624,62,0.004970199
F11R__Malignant|CAV1__Endothelial,F11R,CAV1,Malignant,Endothelial,2624,62,0.0049624266
COL4A5__Malignant|ITGAV__Stroma,COL4A5,ITGAV,Malignant,Stroma,2624,768,0.0049610096
HBEGF__Endothelial|CD151__Malignant,HBEGF,CD151,Endothelial,Malignant,62,2624,0.0049560578
GPC3__Malignant|CCR5__Macrophage,GPC3,CCR5,Malignant,Macrophage,2624,315,0.0049524046
THBS1__Stroma|HAVCR2__Macrophage,THBS1,HAVCR2,Stroma,Macrophage,768,315,0.0049436917
SEMA4A__Malignant|AXL__Macrophage,SEMA4A,AXL,Malignant,Macrophage,2624,315,0.004943625
BMP4__Malignant|IL6ST__Macrophage,BMP4,IL6ST,Malignant,Macrophage,2624,315,0.004937783
CCL19__Bcell|CD9__Macrophage,CCL19,CD9,Bcell,Macrophage,20,315,0.0049350266
ICAM2__Tcell|BAMBI__Malignant,ICAM2,BAMBI,Tcell,Malignant,9,2624,0.0049340134
ADAM9__Malignant|CD82__Stroma,ADAM9,CD82,Malignant,Stroma,2624,768,0.0049337023
MIF__Malignant|TNFRSF25__Bcell,MIF,TNFRSF25,Malignant,Bcell,2624,20,0.004931561
HLA-A__Malignant|ACVRL1__Bcell,HLA-A,ACVRL1,Malignant,Bcell,2624,20,0.0049282964
GNAS__Malignant|MRC1__Bcell,GNAS,MRC1,Malignant,Bcell,2624,20,0.0049271425
NPNT__Malignant|S1PR1__Stroma,NPNT,S1PR1,Malignant,Stroma,2624,768,0.004925611
CDH1__Malignant|F11R__Bcell,CDH1,F11R,Malignant,Bcell,2624,20,0.0049204472
CD14__Bcell|ATP6AP2__Malignant,CD14,ATP6AP2,Bcell,Malignant,20,2624,0.004920336
SERTAD1__Malignant|RGMB__Stroma,SERTAD1,RGMB,Malignant,Stroma,2624,768,0.0049172575
PTN__Malignant|APLP2__Stroma,PTN,APLP2,Malignant,Stroma,2624,768,0.0049158805
SIRPG__Malignant|CD74__Bcell,SIRPG,CD74,Malignant,Bcell,2624,20,0.0049154507
HLA-C__Malignant|ACVR1B__Bcell,HLA-C,ACVR1B,Malignant,Bcell,2624,20,0.0049134498
CXCL10__Macrophage|ERBB3__Stroma,CXCL10,ERBB3,Macrophage,Stroma,315,768,0.0049125003
IL15__Endothelial|CD74__Macrophage,IL15,CD74,Endothelial,Macrophage,62,315,0.0049124043
PSEN1__Malignant|ROBO1__Stroma,PSEN1,ROBO1,Malignant,Stroma,2624,768,0.0049089137
LTF__Malignant|ITGA1__Stroma,LTF,ITGA1,Malignant,Stroma,2624,768,0.0049071023
HSPA1A__Malignant|TRAF3__Bcell,HSPA1A,TRAF3,Malignant,Bcell,2624,20,0.0049068728
HMGB1__Malignant|LRP5__Endothelial,HMGB1,LRP5,Malignant,Endothelial,2624,62,0.0049024997
CDH1__Malignant|ITGB7__Bcell,CDH1,ITGB7,Malignant,Bcell,2624,20,0.004902371
IL16__Tcell|ADORA2A__Malignant,IL16,ADORA2A,Tcell,Malignant,9,2624,0.0049014594
PLAT__Malignant|FZD1__Stroma,PLAT,FZD1,Malignant,Stroma,2624,768,0.0049007153
RTN4__Malignant|ITGB1__Bcell,RTN4,ITGB1,Malignant,Bcell,2624,20,0.0048998296
COL7A1__Malignant|CD9__Endothelial,COL7A1,CD9,Malignant,Endothelial,2624,62,0.0048971553
WNT7B__Malignant|NPTN__Stroma,WNT7B,NPTN,Malignant,Stroma,2624,768,0.004895916
C1QB__Macrophage|ITGAL__Stroma,C1QB,ITGAL,Macrophage,Stroma,315,768,0.0048925187
CX3CL1__Endothelial|AMFR__Malignant,CX3CL1,AMFR,Endothelial,Malignant,62,2624,0.004891621
NPNT__Malignant|ROBO1__Stroma,NPNT,ROBO1,Malignant,Stroma,2624,768,0.0048910705
CD59__Malignant|LTBR__Bcell,CD59,LTBR,Malignant,Bcell,2624,20,0.0048887087
ANXA2__Macrophage|RGMB__Stroma,ANXA2,RGMB,Macrophage,Stroma,315,768,0.0048880028
CXCL10__Macrophage|PLXNA1__Stroma,CXCL10,PLXNA1,Macrophage,Stroma,315,768,0.00488523
HLA-C__Malignant|ROBO1__Bcell,HLA-C,ROBO1,Malignant,Bcell,2624,20,0.0048830383
SORBS1__Malignant|ITGAV__Stroma,SORBS1,ITGAV,Malignant,Stroma,2624,768,0.0048821163
PDGFB__Endothelial|SDC1__Malignant,PDGFB,SDC1,Endothelial,Malignant,62,2624,0.0048820185
ANXA2__Macrophage|SORT1__Stroma,ANXA2,SORT1,Macrophage,Stroma,315,768,0.004881534
CD44__Malignant|IL2RA__Macrophage,CD44,IL2RA,Malignant,Macrophage,2624,315,0.0048798714
SERTAD1__Malignant|SORT1__Stroma,SERTAD1,SORT1,Malignant,Stroma,2624,768,0.004873031
BMP4__Malignant|NOTCH3__Stroma,BMP4,NOTCH3,Malignant,Stroma,2624,768,0.004870687
CD44__Malignant|TNFRSF25__Macrophage,CD44,TNFRSF25,Malignant,Macrophage,2624,315,0.0048706294
CXCL10__Macrophage|NRP1__Stroma,CXCL10,NRP1,Macrophage,Stroma,315,768,0.0048706024
GRN__Macrophage|CXCR4__Stroma,GRN,CXCR4,Macrophage,Stroma,315,768,0.004861518
COL9A3__Malignant|CD151__Stroma,COL9A3,CD151,Malignant,Stroma,2624,768,0.0048604785
ANG__Malignant|CD82__Stroma,ANG,CD82,Malignant,Stroma,2624,768,0.0048595164
LAMB3__Malignant|LAMP2__Stroma,LAMB3,LAMP2,Malignant,Stroma,2624,768,0.004857345
PIP__Malignant|CCR5__Macrophage,PIP,CCR5,Malignant,Macrophage,2624,315,0.004856986
MMP7__Malignant|NRP2__Macrophage,MMP7,NRP2,Malignant,Macrophage,2624,315,0.004856171
F11R__Malignant|F2RL2__Macrophage,F11R,F2RL2,Malignant,Macrophage,2624,315,0.004854428
GPC3__Malignant|SIGLEC1__Stroma,GPC3,SIGLEC1,Malignant,Stroma,2624,768,0.0048523233
NAMPT__Malignant|CADM1__Stroma,NAMPT,CADM1,Malignant,Stroma,2624,768,0.004850699
GNAS__Malignant|TRAF3__Bcell,GNAS,TRAF3,Malignant,Bcell,2624,20,0.0048492276
CXCL14__Malignant|MRC1__Bcell,CXCL14,MRC1,Malignant,Bcell,2624,20,0.004843597
NPNT__Malignant|PTPRK__Stroma,NPNT,PTPRK,Malignant,Stroma,2624,768,0.0048389044
SEMA4C__Malignant|AR__Stroma,SEMA4C,AR,Malignant,Stroma,2624,768,0.0048293043
SEMA4C__Malignant|SDC3__Stroma,SEMA4C,SDC3,Malignant,Stroma,2624,768,0.0048290086
APP__Malignant|ITGB2__Bcell,APP,ITGB2,Malignant,Bcell,2624,20,0.004825994
CX3CL1__Endothelial|IFITM1__Malignant,CX3CL1,IFITM1,Endothelial,Malignant,62,2624,0.0048247958
SEMA3C__Malignant|ACVR2A__Stroma,SEMA3C,ACVR2A,Malignant,Stroma,2624,768,0.0048216097
PTDSS1__Malignant|S1PR1__Macrophage,PTDSS1,S1PR1,Malignant,Macrophage,2624,315,0.0048160325
CD59__Malignant|ITGAL__Bcell,CD59,ITGAL,Malignant,Bcell,2624,20,0.0048131864
TGFA__Malignant|FLOT1__Stroma,TGFA,FLOT1,Malignant,Stroma,2624,768,0.0048117465
MMP7__Malignant|SDC2__Macrophage,MMP7,SDC2,Malignant,Macrophage,2624,315,0.004810381
PODXL2__Malignant|PTPRK__Stroma,PODXL2,PTPRK,Malignant,Stroma,2624,768,0.004806909
ADAM9__Malignant|RGMB__Stroma,ADAM9,RGMB,Malignant,Stroma,2624,768,0.0048033926
PTPRK__Malignant|ITGAL__Macrophage,PTPRK,ITGAL,Malignant,Macrophage,2624,315,0.004803237
SFRP1__Malignant|ITGB1__Stroma,SFRP1,ITGB1,Malignant,Stroma,2624,768,0.00480142
SORBS1__Malignant|CD163__Macrophage,SORBS1,CD163,Malignant,Macrophage,2624,315,0.0048012407
FASLG__Macrophage|ADORA2A__Malignant,FASLG,ADORA2A,Macrophage,Malignant,315,2624,0.004800876
COL7A1__Malignant|NRP1__Macrophage,COL7A1,NRP1,Malignant,Macrophage,2624,315,0.0048002014
LTBP1__Stroma|MRC2__Malignant,LTBP1,MRC2,Stroma,Malignant,768,2624,0.0047982982
CTSG__Malignant|IL6ST__Stroma,CTSG,IL6ST,Malignant,Stroma,2624,768,0.0047972444
ANG__Malignant|RGMB__Stroma,ANG,RGMB,Malignant,Stroma,2624,768,0.0047941604
LTBP3__Malignant|CAV1__Endothelial,LTBP3,CAV1,Malignant,Endothelial,2624,62,0.00479338
VEGFA__Malignant|TNFRSF6B__Macrophage,VEGFA,TNFRSF6B,Malignant,Macrophage,2624,315,0.004792626
PTPRC__Tcell|ITGB5__Malignant,PTPRC,ITGB5,Tcell,Malignant,9,2624,0.004791076
C1QA__Macrophage|CAV1__Endothelial,C1QA,CAV1,Macrophage,Endothelial,315,62,0.004790221
CD226__Malignant|CD9__Macrophage,CD226,CD9,Malignant,Macrophage,2624,315,0.0047879447
ADAM9__Malignant|SORT1__Stroma,ADAM9,SORT1,Malignant,Stroma,2624,768,0.0047858367
SEMA4C__Malignant|FZD1__Stroma,SEMA4C,FZD1,Malignant,Stroma,2624,768,0.00478574
SEMA5A__Malignant|CAP1__Stroma,SEMA5A,CAP1,Malignant,Stroma,2624,768,0.0047774916
GPC3__Malignant|CD2__Stroma,GPC3,CD2,Malignant,Stroma,2624,768,0.004776539
IL16__Bcell|PRLR__Malignant,IL16,PRLR,Bcell,Malignant,20,2624,0.004769656
VIM__Macrophage|ITGAL__Stroma,VIM,ITGAL,Macrophage,Stroma,315,768,0.0047685243
PLAT__Malignant|EDNRA__Stroma,PLAT,EDNRA,Malignant,Stroma,2624,768,0.0047684317
ZG16B__Malignant|ITGAL__Stroma,ZG16B,ITGAL,Malignant,Stroma,2624,768,0.004767177
PLAT__Malignant|SDC3__Stroma,PLAT,SDC3,Malignant,Stroma,2624,768,0.004765614
ICAM3__Malignant|F2RL2__Stroma,ICAM3,F2RL2,Malignant,Stroma,2624,768,0.00476135
CCL5__Malignant|CD72__Macrophage,CCL5,CD72,Malignant,Macrophage,2624,315,0.004756902
COL9A2__Malignant|ITGB2__Bcell,COL9A2,ITGB2,Malignant,Bcell,2624,20,0.0047558495
FN1__Stroma|LRP5__Endothelial,FN1,LRP5,Stroma,Endothelial,768,62,0.004752913
COL4A2__Endothelial|CD44__Macrophage,COL4A2,CD44,Endothelial,Macrophage,62,315,0.0047497484
LAMB2__Malignant|CDH1__Endothelial,LAMB2,CDH1,Malignant,Endothelial,2624,62,0.004744258
