Ligand,Receptor,TF,Target
PSEN1,NCSTN,NFKB1,SERPINA3
PSEN1,NCSTN,NOTCH3,APOD
PSEN1,NCSTN,RELA,BTG2
PSEN1,NCSTN,RELA,CCL19
PSEN1,NCSTN,RELA,GATA3
PSEN1,NCSTN,RELA,SERPINA3
PSEN1,NOTCH2,NFKB1,BTG2
PSEN1,NOTCH2,NFKB1,CCL19
PSEN1,NOTCH2,NFKB1,CHRD
PSEN1,NOTCH2,NFKB1,GATA3
PSEN1,NOTCH2,NFKB1,RAMP1
PSEN1,NOTCH2,NFKB1,SERPINA3
PSEN1,NOTCH2,NOTCH3,APOD
PSEN1,NOTCH2,RELA,BTG2
PSEN1,NOTCH2,RELA,CCL19
PSEN1,NOTCH2,RELA,GATA3
PSEN1,NOTCH2,RELA,SERPINA3
PSEN1,NOTCH3,NFKB1,BTG2
PSEN1,NOTCH3,NFKB1,CCL19
PSEN1,NOTCH3,NFKB1,CHRD
PSEN1,NOTCH3,NFKB1,GATA3
PSEN1,NOTCH3,NFKB1,RAMP1
PSEN1,NOTCH3,NFKB1,SERPINA3
PSEN1,NOTCH3,NOTCH3,APOD
PSEN1,NOTCH3,RELA,BTG2
PSEN1,NOTCH3,RELA,CCL19
PSEN1,NOTCH3,RELA,GATA3
PSEN1,NOTCH3,RELA,SERPINA3
PTDSS1,SCARB1,NFKB1,BTG2
PTDSS1,SCARB1,NFKB1,CCL19
PTDSS1,SCARB1,NFKB1,CHRD
PTDSS1,SCARB1,NFKB1,GATA3
PTDSS1,SCARB1,NFKB1,RAMP1
PTDSS1,SCARB1,NFKB1,SERPINA3
PTDSS1,SCARB1,RELA,BTG2
PTDSS1,SCARB1,RELA,CCL19
PTDSS1,SCARB1,RELA,GATA3
PTDSS1,SCARB1,RELA,SERPINA3
PTN,SDC4,NFKB1,BTG2
PTN,SDC4,NFKB1,CCL19
PTN,SDC4,NFKB1,CHRD
PTN,SDC4,NFKB1,GATA3
PTN,SDC4,NFKB1,RAMP1
PTN,SDC4,NFKB1,SERPINA3
PTN,SDC4,RELA,BTG2
PTN,SDC4,RELA,CCL19
PTN,SDC4,RELA,GATA3
PTN,SDC4,RELA,SERPINA3
PTN,ITGAV,NFKB1,BTG2
PTN,ITGAV,NFKB1,CCL19
PTN,ITGAV,NFKB1,CHRD
PTN,ITGAV,NFKB1,GATA3
PTN,ITGAV,NFKB1,RAMP1
PTN,ITGAV,NFKB1,SERPINA3
PTN,ITGAV,RELA,BTG2
PTN,ITGAV,RELA,CCL19
PTN,ITGAV,RELA,GATA3
PTN,ITGAV,RELA,SERPINA3
PTN,SDC3,NFKB1,BTG2
PTN,SDC3,NFKB1,CCL19
PTN,SDC3,NFKB1,CHRD
PTN,SDC3,NFKB1,GATA3
PTN,SDC3,NFKB1,RAMP1
PTN,SDC3,NFKB1,SERPINA3
PTN,SDC3,NOTCH3,APOD
PTN,SDC3,RELA,BTG2
PTN,SDC3,RELA,CCL19
PTN,SDC3,RELA,GATA3
PTN,SDC3,RELA,SERPINA3
PTN,PLXNB2,NFKB1,BTG2
PTN,PLXNB2,NFKB1,CCL19
PTN,PLXNB2,NFKB1,CHRD
PTN,PLXNB2,NFKB1,GATA3
PTN,PLXNB2,NFKB1,RAMP1
PTN,PLXNB2,NFKB1,SERPINA3
PTN,PLXNB2,RELA,BTG2
PTN,PLXNB2,RELA,CCL19
PTN,PLXNB2,RELA,GATA3
PTN,PLXNB2,RELA,SERPINA3
PTN,SDC1,NFKB1,BTG2
PTN,SDC1,NFKB1,CCL19
PTN,SDC1,NFKB1,CHRD
PTN,SDC1,NFKB1,GATA3
PTN,SDC1,NFKB1,RAMP1
PTN,SDC1,NFKB1,SERPINA3
PTN,SDC1,RELA,BTG2
PTN,SDC1,RELA,CCL19
PTN,SDC1,RELA,GATA3
PTN,SDC1,RELA,SERPINA3
PTPRK,PTPRK,NFKB1,BTG2
PTPRK,PTPRK,NFKB1,CCL19
PTPRK,PTPRK,NFKB1,CHRD
PTPRK,PTPRK,NFKB1,GATA3
PTPRK,PTPRK,NFKB1,RAMP1
PTPRK,PTPRK,NFKB1,SERPINA3
PTPRK,PTPRK,NOTCH3,APOD
PTPRK,PTPRK,RELA,BTG2
PTPRK,PTPRK,RELA,CCL19
PTPRK,PTPRK,RELA,GATA3
PTPRK,PTPRK,RELA,SERPINA3
ROBO1,ROBO1,NFKB1,BTG2
ROBO1,ROBO1,NFKB1,CCL19
ROBO1,ROBO1,NFKB1,CHRD
ROBO1,ROBO1,NFKB1,GATA3
ROBO1,ROBO1,NFKB1,RAMP1
ROBO1,ROBO1,NFKB1,SERPINA3
ROBO1,ROBO1,RELA,BTG2
ROBO1,ROBO1,RELA,CCL19
ROBO1,ROBO1,RELA,GATA3
ROBO1,ROBO1,RELA,SERPINA3
RTN4,S1PR2,NFKB1,BTG2
RTN4,S1PR2,NFKB1,CCL19
RTN4,S1PR2,NFKB1,CHRD
RTN4,S1PR2,NFKB1,GATA3
RTN4,S1PR2,NFKB1,RAMP1
RTN4,S1PR2,NFKB1,SERPINA3
RTN4,S1PR2,RELA,BTG2
RTN4,S1PR2,RELA,CCL19
RTN4,S1PR2,RELA,GATA3
RTN4,S1PR2,RELA,SERPINA3
SEMA3C,NRP1,NFKB1,BTG2
SEMA3C,NRP1,NFKB1,CCL19
SEMA3C,NRP1,NFKB1,CHRD
SEMA3C,NRP1,NFKB1,GATA3
SEMA3C,NRP1,NFKB1,RAMP1
SEMA3C,NRP1,NFKB1,SERPINA3
SEMA3C,NRP1,RELA,BTG2
SEMA3C,NRP1,RELA,CCL19
SEMA3C,NRP1,RELA,GATA3
SEMA3C,NRP1,RELA,SERPINA3
SEMA3C,PLXNA1,NFKB1,BTG2
SEMA3C,PLXNA1,NFKB1,CCL19
SEMA3C,PLXNA1,NFKB1,CHRD
SEMA3C,PLXNA1,NFKB1,GATA3
SEMA3C,PLXNA1,NFKB1,RAMP1
SEMA3C,PLXNA1,NFKB1,SERPINA3
SEMA3C,PLXNA1,RELA,BTG2
SEMA3C,PLXNA1,RELA,CCL19
SEMA3C,PLXNA1,RELA,GATA3
SEMA3C,PLXNA1,RELA,SERPINA3
SEMA3C,PLXNA3,NFKB1,BTG2
SEMA3C,PLXNA3,NFKB1,CCL19
SEMA3C,PLXNA3,NFKB1,CHRD
SEMA3C,PLXNA3,NFKB1,GATA3
SEMA3C,PLXNA3,NFKB1,RAMP1
SEMA3C,PLXNA3,NFKB1,SERPINA3
SEMA3C,PLXNA3,RELA,BTG2
SEMA3C,PLXNA3,RELA,CCL19
SEMA3C,PLXNA3,RELA,GATA3
SEMA3C,PLXNA3,RELA,SERPINA3
SEMA3C,NRP2,NFKB1,BTG2
SEMA3C,NRP2,NFKB1,CCL19
SEMA3C,NRP2,NFKB1,CHRD
SEMA3C,NRP2,NFKB1,GATA3
SEMA3C,NRP2,NFKB1,RAMP1
SEMA3C,NRP2,NFKB1,SERPINA3
SEMA3C,NRP2,RELA,BTG2
SEMA3C,NRP2,RELA,CCL19
SEMA3C,NRP2,RELA,GATA3
SEMA3C,NRP2,RELA,SERPINA3
SEMA3C,PLXND1,NFKB1,BTG2
SEMA3C,PLXND1,NFKB1,CCL19
SEMA3C,PLXND1,NFKB1,CHRD
SEMA3C,PLXND1,NFKB1,GATA3
SEMA3C,PLXND1,NFKB1,RAMP1
SEMA3C,PLXND1,NFKB1,SERPINA3
SEMA3C,PLXND1,RELA,BTG2
SEMA3C,PLXND1,RELA,CCL19
SEMA3C,PLXND1,RELA,GATA3
SEMA3C,PLXND1,RELA,SERPINA3
SEMA3E,NRP1,NFKB1,BTG2
SEMA3E,NRP1,NFKB1,CCL19
SEMA3E,NRP1,NFKB1,CHRD
SEMA3E,NRP1,NFKB1,GATA3
SEMA3E,NRP1,NFKB1,RAMP1
SEMA3E,NRP1,NFKB1,SERPINA3
SEMA3E,NRP1,RELA,BTG2
SEMA3E,NRP1,RELA,CCL19
SEMA3E,NRP1,RELA,GATA3
SEMA3E,NRP1,RELA,SERPINA3
SEMA3E,PLXND1,NFKB1,BTG2
SEMA3E,PLXND1,NFKB1,CCL19
SEMA3E,PLXND1,NFKB1,CHRD
SEMA3E,PLXND1,NFKB1,GATA3
SEMA3E,PLXND1,NFKB1,RAMP1
SEMA3E,PLXND1,NFKB1,SERPINA3
SEMA3E,PLXND1,RELA,BTG2
SEMA3E,PLXND1,RELA,CCL19
SEMA3E,PLXND1,RELA,GATA3
SEMA3E,PLXND1,RELA,SERPINA3
SEMA4A,NRP1,NFKB1,BTG2
SEMA4A,NRP1,NFKB1,CCL19
SEMA4A,NRP1,NFKB1,CHRD
SEMA4A,NRP1,NFKB1,GATA3
SEMA4A,NRP1,NFKB1,RAMP1
SEMA4A,NRP1,NFKB1,SERPINA3
SEMA4A,NRP1,RELA,BTG2
SEMA4A,NRP1,RELA,CCL19
SEMA4A,NRP1,RELA,GATA3
SEMA4A,NRP1,RELA,SERPINA3
SEMA4A,PLXNB2,NFKB1,BTG2
SEMA4A,PLXNB2,NFKB1,CCL19
SEMA4A,PLXNB2,NFKB1,CHRD
SEMA4A,PLXNB2,NFKB1,GATA3
SEMA4A,PLXNB2,NFKB1,RAMP1
SEMA4A,PLXNB2,NFKB1,SERPINA3
SEMA4A,PLXNB2,RELA,BTG2
SEMA4A,PLXNB2,RELA,CCL19
SEMA4A,PLXNB2,RELA,GATA3
SEMA4A,PLXNB2,RELA,SERPINA3
SEMA4A,PLXNA1,NFKB1,BTG2
SEMA4A,PLXNA1,NFKB1,CCL19
SEMA4A,PLXNA1,NFKB1,CHRD
SEMA4A,PLXNA1,NFKB1,GATA3
SEMA4A,PLXNA1,NFKB1,RAMP1
SEMA4A,PLXNA1,NFKB1,SERPINA3
SEMA4A,PLXNA1,RELA,BTG2
SEMA4A,PLXNA1,RELA,CCL19
SEMA4A,PLXNA1,RELA,GATA3
SEMA4A,PLXNA1,RELA,SERPINA3
SEMA4A,PLXNA3,NFKB1,BTG2
SEMA4A,PLXNA3,NFKB1,CCL19
SEMA4A,PLXNA3,NFKB1,CHRD
SEMA4A,PLXNA3,NFKB1,GATA3
SEMA4A,PLXNA3,NFKB1,RAMP1
SEMA4A,PLXNA3,NFKB1,SERPINA3
SEMA4A,PLXNA3,RELA,BTG2
SEMA4A,PLXNA3,RELA,CCL19
SEMA4A,PLXNA3,RELA,GATA3
SEMA4A,PLXNA3,RELA,SERPINA3
SEMA4A,PLXND1,NFKB1,BTG2
SEMA4A,PLXND1,NFKB1,CCL19
SEMA4A,PLXND1,NFKB1,CHRD
SEMA4A,PLXND1,NFKB1,GATA3
SEMA4A,PLXND1,NFKB1,RAMP1
SEMA4A,PLXND1,NFKB1,SERPINA3
SEMA4A,PLXND1,RELA,BTG2
SEMA4A,PLXND1,RELA,CCL19
SEMA4A,PLXND1,RELA,GATA3
SEMA4A,PLXND1,RELA,SERPINA3
SEMA4A,PLXNB1,NFKB1,BTG2
SEMA4A,PLXNB1,NFKB1,CCL19
SEMA4A,PLXNB1,NFKB1,CHRD
SEMA4A,PLXNB1,NFKB1,GATA3
SEMA4A,PLXNB1,NFKB1,RAMP1
SEMA4A,PLXNB1,NFKB1,SERPINA3
SEMA4A,PLXNB1,RELA,BTG2
SEMA4A,PLXNB1,RELA,CCL19
SEMA4A,PLXNB1,RELA,GATA3
SEMA4A,PLXNB1,RELA,SERPINA3
SEMA4C,PLXNB2,NFKB1,BTG2
SEMA4C,PLXNB2,NFKB1,CCL19
SEMA4C,PLXNB2,NFKB1,CHRD
SEMA4C,PLXNB2,NFKB1,GATA3
SEMA4C,PLXNB2,NFKB1,RAMP1
SEMA4C,PLXNB2,NFKB1,SERPINA3
SEMA4C,PLXNB2,RELA,BTG2
SEMA4C,PLXNB2,RELA,CCL19
SEMA4C,PLXNB2,RELA,GATA3
SEMA4C,PLXNB2,RELA,SERPINA3
SEMA5A,PLXNA1,NFKB1,BTG2
SEMA5A,PLXNA1,NFKB1,CCL19
SEMA5A,PLXNA1,NFKB1,CHRD
SEMA5A,PLXNA1,NFKB1,GATA3
SEMA5A,PLXNA1,NFKB1,RAMP1
SEMA5A,PLXNA1,NFKB1,SERPINA3
SEMA5A,PLXNA1,RELA,BTG2
SEMA5A,PLXNA1,RELA,CCL19
SEMA5A,PLXNA1,RELA,GATA3
SEMA5A,PLXNA1,RELA,SERPINA3
SEMA5A,PLXNA3,NFKB1,BTG2
SEMA5A,PLXNA3,NFKB1,CCL19
SEMA5A,PLXNA3,NFKB1,CHRD
SEMA5A,PLXNA3,NFKB1,GATA3
SEMA5A,PLXNA3,NFKB1,RAMP1
SEMA5A,PLXNA3,NFKB1,SERPINA3
SEMA5A,PLXNA3,RELA,BTG2
SEMA5A,PLXNA3,RELA,CCL19
SEMA5A,PLXNA3,RELA,GATA3
SEMA5A,PLXNA3,RELA,SERPINA3
SERTAD1,AR,MED1,GATA3
SERTAD1,AR,NFKB1,BTG2
SERTAD1,AR,NFKB1,CCL19
SERTAD1,AR,NFKB1,CHRD
SERTAD1,AR,NFKB1,GATA3
SERTAD1,AR,NFKB1,RAMP1
SERTAD1,AR,NFKB1,SERPINA3
SERTAD1,AR,RELA,BTG2
SERTAD1,AR,RELA,CCL19
SERTAD1,AR,RELA,GATA3
SERTAD1,AR,RELA,SERPINA3
SFRP1,FZD2,NFKB1,BTG2
SFRP1,FZD2,NFKB1,CCL19
SFRP1,FZD2,NFKB1,CHRD
SFRP1,FZD2,NFKB1,GATA3
SFRP1,FZD2,NFKB1,RAMP1
SFRP1,FZD2,NFKB1,SERPINA3
SFRP1,FZD2,RELA,BTG2
SFRP1,FZD2,RELA,CCL19
SFRP1,FZD2,RELA,GATA3
SFRP1,FZD2,RELA,SERPINA3
SIRPG,CD47,NFKB1,BTG2
SIRPG,CD47,NFKB1,CCL19
SIRPG,CD47,NFKB1,CHRD
SIRPG,CD47,NFKB1,GATA3
SIRPG,CD47,NFKB1,RAMP1
SIRPG,CD47,NFKB1,SERPINA3
SIRPG,CD47,RELA,BTG2
SIRPG,CD47,RELA,CCL19
SIRPG,CD47,RELA,GATA3
SIRPG,CD47,RELA,SERPINA3
SORBS1,ITGB5,NFKB1,BTG2
SORBS1,ITGB5,NFKB1,CCL19
SORBS1,ITGB5,NFKB1,CHRD
SORBS1,ITGB5,NFKB1,GATA3
SORBS1,ITGB5,NFKB1,RAMP1
SORBS1,ITGB5,NFKB1,SERPINA3
SORBS1,ITGB5,RELA,BTG2
SORBS1,ITGB5,RELA,CCL19
SORBS1,ITGB5,RELA,GATA3
SORBS1,ITGB5,RELA,SERPINA3
SORBS1,ITGA1,NFKB1,BTG2
SORBS1,ITGA1,NFKB1,CCL19
SORBS1,ITGA1,NFKB1,CHRD
SORBS1,ITGA1,NFKB1,GATA3
SORBS1,ITGA1,NFKB1,RAMP1
SORBS1,ITGA1,NFKB1,SERPINA3
SORBS1,ITGA1,RELA,BTG2
SORBS1,ITGA1,RELA,CCL19
SORBS1,ITGA1,RELA,GATA3
SORBS1,ITGA1,RELA,SERPINA3
SPN,SIGLEC1,NFKB1,BTG2
SPN,SIGLEC1,NFKB1,CCL19
SPN,SIGLEC1,NFKB1,CHRD
SPN,SIGLEC1,NFKB1,GATA3
SPN,SIGLEC1,NFKB1,RAMP1
SPN,SIGLEC1,NFKB1,SERPINA3
SPN,SIGLEC1,RELA,BTG2
SPN,SIGLEC1,RELA,CCL19
SPN,SIGLEC1,RELA,GATA3
SPN,SIGLEC1,RELA,SERPINA3
TFF3,CXCR4,NFKB1,BTG2
TFF3,CXCR4,NFKB1,CCL19
TFF3,CXCR4,NFKB1,CHRD
TFF3,CXCR4,NFKB1,GATA3
TFF3,CXCR4,NFKB1,RAMP1
TFF3,CXCR4,NFKB1,SERPINA3
TFF3,CXCR4,RELA,BTG2
TFF3,CXCR4,RELA,CCL19
TFF3,CXCR4,RELA,GATA3
TFF3,CXCR4,RELA,SERPINA3
TGFA,ERBB3,NFKB1,BTG2
TGFA,ERBB3,NFKB1,CCL19
TGFA,ERBB3,NFKB1,CHRD
TGFA,ERBB3,NFKB1,GATA3
TGFA,ERBB3,NFKB1,RAMP1
TGFA,ERBB3,NFKB1,SERPINA3
TGFA,ERBB3,NOTCH3,APOD
TGFA,ERBB3,RELA,BTG2
TGFA,ERBB3,RELA,CCL19
TGFA,ERBB3,RELA,GATA3
TGFA,ERBB3,RELA,SERPINA3
TGM2,ITGB1,NFKB1,BTG2
TGM2,ITGB1,NFKB1,CCL19
TGM2,ITGB1,NFKB1,CHRD
TGM2,ITGB1,NFKB1,GATA3
TGM2,ITGB1,NFKB1,RAMP1
TGM2,ITGB1,NFKB1,SERPINA3
TGM2,ITGB1,RELA,BTG2
TGM2,ITGB1,RELA,CCL19
TGM2,ITGB1,RELA,GATA3
TGM2,ITGB1,RELA,SERPINA3
TGM2,SDC4,NFKB1,BTG2
TGM2,SDC4,NFKB1,CCL19
TGM2,SDC4,NFKB1,CHRD
TGM2,SDC4,NFKB1,GATA3
TGM2,SDC4,NFKB1,RAMP1
TGM2,SDC4,NFKB1,SERPINA3
TGM2,SDC4,RELA,BTG2
TGM2,SDC4,RELA,CCL19
TGM2,SDC4,RELA,GATA3
TGM2,SDC4,RELA,SERPINA3
THBS3,ITGB1,NFKB1,BTG2
THBS3,ITGB1,NFKB1,CCL19
THBS3,ITGB1,NFKB1,CHRD
THBS3,ITGB1,NFKB1,GATA3
THBS3,ITGB1,NFKB1,RAMP1
THBS3,ITGB1,NFKB1,SERPINA3
THBS3,ITGB1,RELA,BTG2
THBS3,ITGB1,RELA,CCL19
THBS3,ITGB1,RELA,GATA3
THBS3,ITGB1,RELA,SERPINA3
THBS3,SDC4,NFKB1,BTG2
THBS3,SDC4,NFKB1,CCL19
THBS3,SDC4,NFKB1,CHRD
THBS3,SDC4,NFKB1,GATA3
THBS3,SDC4,NFKB1,RAMP1
THBS3,SDC4,NFKB1,SERPINA3
THBS3,SDC4,RELA,BTG2
THBS3,SDC4,RELA,CCL19
THBS3,SDC4,RELA,GATA3
THBS3,SDC4,RELA,SERPINA3
THBS3,ITGAV,NFKB1,BTG2
THBS3,ITGAV,NFKB1,CCL19
THBS3,ITGAV,NFKB1,CHRD
THBS3,ITGAV,NFKB1,GATA3
THBS3,ITGAV,NFKB1,RAMP1
THBS3,ITGAV,NFKB1,SERPINA3
THBS3,ITGAV,RELA,BTG2
THBS3,ITGAV,RELA,CCL19
THBS3,ITGAV,RELA,GATA3
THBS3,ITGAV,RELA,SERPINA3
THBS3,SDC1,NFKB1,BTG2
THBS3,SDC1,NFKB1,CCL19
THBS3,SDC1,NFKB1,CHRD
THBS3,SDC1,NFKB1,GATA3
THBS3,SDC1,NFKB1,RAMP1
THBS3,SDC1,NFKB1,SERPINA3
THBS3,SDC1,RELA,BTG2
THBS3,SDC1,RELA,CCL19
THBS3,SDC1,RELA,GATA3
THBS3,SDC1,RELA,SERPINA3
THBS3,CD47,NFKB1,BTG2
THBS3,CD47,NFKB1,CCL19
THBS3,CD47,NFKB1,CHRD
THBS3,CD47,NFKB1,GATA3
THBS3,CD47,NFKB1,RAMP1
THBS3,CD47,NFKB1,SERPINA3
THBS3,CD47,RELA,BTG2
THBS3,CD47,RELA,CCL19
THBS3,CD47,RELA,GATA3
THBS3,CD47,RELA,SERPINA3
TNFSF15,TNFRSF6B,NFKB1,BTG2
TNFSF15,TNFRSF6B,NFKB1,CCL19
TNFSF15,TNFRSF6B,NFKB1,CHRD
TNFSF15,TNFRSF6B,NFKB1,GATA3
TNFSF15,TNFRSF6B,NFKB1,RAMP1
TNFSF15,TNFRSF6B,NFKB1,SERPINA3
TNFSF15,TNFRSF6B,RELA,BTG2
TNFSF15,TNFRSF6B,RELA,CCL19
TNFSF15,TNFRSF6B,RELA,GATA3
TNFSF15,TNFRSF6B,RELA,SERPINA3
UBA52,NOTCH1,NFKB1,BTG2
UBA52,NOTCH1,NFKB1,CCL19
UBA52,NOTCH1,NFKB1,CHRD
UBA52,NOTCH1,NFKB1,GATA3
UBA52,NOTCH1,NFKB1,RAMP1
UBA52,NOTCH1,NFKB1,SERPINA3
UBA52,NOTCH1,NOTCH3,APOD
UBA52,NOTCH1,RELA,BTG2
UBA52,NOTCH1,RELA,CCL19
UBA52,NOTCH1,RELA,GATA3
UBA52,NOTCH1,RELA,SERPINA3
VEGFA,ITGB1,NFKB1,BTG2
VEGFA,ITGB1,NFKB1,CCL19
VEGFA,ITGB1,NFKB1,CHRD
VEGFA,ITGB1,NFKB1,GATA3
VEGFA,ITGB1,NFKB1,RAMP1
VEGFA,ITGB1,NFKB1,SERPINA3
VEGFA,ITGB1,RELA,BTG2
VEGFA,ITGB1,RELA,CCL19
VEGFA,ITGB1,RELA,GATA3
VEGFA,ITGB1,RELA,SERPINA3
VEGFA,ITGAV,NFKB1,BTG2
VEGFA,ITGAV,NFKB1,CCL19
VEGFA,ITGAV,NFKB1,CHRD
VEGFA,ITGAV,NFKB1,GATA3
VEGFA,ITGAV,NFKB1,RAMP1
VEGFA,ITGAV,NFKB1,SERPINA3
VEGFA,ITGAV,RELA,BTG2
VEGFA,ITGAV,RELA,CCL19
VEGFA,ITGAV,RELA,GATA3
VEGFA,ITGAV,RELA,SERPINA3
VEGFA,NRP1,NFKB1,BTG2
VEGFA,NRP1,NFKB1,CCL19
VEGFA,NRP1,NFKB1,CHRD
VEGFA,NRP1,NFKB1,GATA3
VEGFA,NRP1,NFKB1,RAMP1
VEGFA,NRP1,NFKB1,SERPINA3
VEGFA,NRP1,RELA,BTG2
VEGFA,NRP1,RELA,CCL19
VEGFA,NRP1,RELA,GATA3
VEGFA,NRP1,RELA,SERPINA3
VEGFA,SIRPA,NFKB1,BTG2
VEGFA,SIRPA,NFKB1,CCL19
VEGFA,SIRPA,NFKB1,CHRD
VEGFA,SIRPA,NFKB1,GATA3
VEGFA,SIRPA,NFKB1,RAMP1
VEGFA,SIRPA,NFKB1,SERPINA3
VEGFA,SIRPA,RELA,BTG2
VEGFA,SIRPA,RELA,CCL19
VEGFA,SIRPA,RELA,GATA3
VEGFA,SIRPA,RELA,SERPINA3
VEGFA,NRP2,NFKB1,BTG2
VEGFA,NRP2,NFKB1,CCL19
VEGFA,NRP2,NFKB1,CHRD
VEGFA,NRP2,NFKB1,GATA3
VEGFA,NRP2,NFKB1,RAMP1
VEGFA,NRP2,NFKB1,SERPINA3
VEGFA,NRP2,RELA,BTG2
VEGFA,NRP2,RELA,CCL19
VEGFA,NRP2,RELA,GATA3
VEGFA,NRP2,RELA,SERPINA3
WNT3,LRP5,RELA,BTG2
WNT3,LRP5,RELA,CCL19
WNT3,LRP5,RELA,GATA3
WNT3,LRP5,RELA,SERPINA3
WNT3,LRP5,TCF7L2,GATA3
WNT3,FZD1,NFKB1,BTG2
WNT3,FZD1,NFKB1,CCL19
WNT3,FZD1,NFKB1,CHRD
WNT3,FZD1,NFKB1,GATA3
WNT3,FZD1,NFKB1,RAMP1
WNT3,FZD1,NFKB1,SERPINA3
WNT3,FZD1,RELA,BTG2
WNT3,FZD1,RELA,CCL19
WNT3,FZD1,RELA,GATA3
WNT3,FZD1,RELA,SERPINA3
WNT3,FZD1,TCF7L2,GATA3
WNT3,FZD2,NFKB1,BTG2
WNT3,FZD2,NFKB1,CCL19
WNT3,FZD2,NFKB1,CHRD
WNT3,FZD2,NFKB1,GATA3
WNT3,FZD2,NFKB1,RAMP1
WNT3,FZD2,NFKB1,SERPINA3
WNT3,FZD2,RELA,BTG2
WNT3,FZD2,RELA,CCL19
WNT3,FZD2,RELA,GATA3
WNT3,FZD2,RELA,SERPINA3
WNT5A,LRP5,RELA,BTG2
WNT5A,LRP5,RELA,CCL19
WNT5A,LRP5,RELA,GATA3
WNT5A,LRP5,RELA,SERPINA3
WNT5A,LRP5,TCF7L2,GATA3
WNT5A,ROR2,MED1,GATA3
WNT5A,ROR2,NFKB1,BTG2
WNT5A,ROR2,NFKB1,CCL19
WNT5A,ROR2,NFKB1,CHRD
WNT5A,ROR2,NFKB1,GATA3
WNT5A,ROR2,NFKB1,RAMP1
WNT5A,ROR2,NFKB1,SERPINA3
WNT5A,ROR2,RELA,BTG2
WNT5A,ROR2,RELA,CCL19
WNT5A,ROR2,RELA,GATA3
WNT5A,ROR2,RELA,SERPINA3
WNT5A,FZD1,NFKB1,BTG2
WNT5A,FZD1,NFKB1,CCL19
WNT5A,FZD1,NFKB1,CHRD
WNT5A,FZD1,NFKB1,GATA3
WNT5A,FZD1,NFKB1,RAMP1
WNT5A,FZD1,NFKB1,SERPINA3
WNT5A,FZD1,RELA,BTG2
WNT5A,FZD1,RELA,CCL19
WNT5A,FZD1,RELA,GATA3
WNT5A,FZD1,RELA,SERPINA3
WNT5A,FZD1,TCF7L2,GATA3
WNT5A,FZD2,NFKB1,BTG2
WNT5A,FZD2,NFKB1,CCL19
WNT5A,FZD2,NFKB1,CHRD
WNT5A,FZD2,NFKB1,GATA3
WNT5A,FZD2,NFKB1,RAMP1
WNT5A,FZD2,NFKB1,SERPINA3
WNT5A,FZD2,RELA,BTG2
WNT5A,FZD2,RELA,CCL19
WNT5A,FZD2,RELA,GATA3
WNT5A,FZD2,RELA,SERPINA3
WNT7B,LRP5,RELA,BTG2
WNT7B,LRP5,RELA,CCL19
WNT7B,LRP5,RELA,GATA3
WNT7B,LRP5,RELA,SERPINA3
WNT7B,LRP5,TCF7L2,GATA3
WNT7B,FZD1,NFKB1,BTG2
WNT7B,FZD1,NFKB1,CCL19
WNT7B,FZD1,NFKB1,CHRD
WNT7B,FZD1,NFKB1,GATA3
WNT7B,FZD1,NFKB1,RAMP1
WNT7B,FZD1,NFKB1,SERPINA3
WNT7B,FZD1,RELA,BTG2
WNT7B,FZD1,RELA,CCL19
WNT7B,FZD1,RELA,GATA3
WNT7B,FZD1,RELA,SERPINA3
WNT7B,FZD1,TCF7L2,GATA3
WNT7B,FZD2,NFKB1,BTG2
WNT7B,FZD2,NFKB1,CCL19
WNT7B,FZD2,NFKB1,CHRD
WNT7B,FZD2,NFKB1,GATA3
WNT7B,FZD2,NFKB1,RAMP1
WNT7B,FZD2,NFKB1,SERPINA3
WNT7B,FZD2,RELA,BTG2
WNT7B,FZD2,RELA,CCL19
WNT7B,FZD2,RELA,GATA3
WNT7B,FZD2,RELA,SERPINA3
YBX1,NOTCH1,NFKB1,BTG2
YBX1,NOTCH1,NFKB1,CCL19
YBX1,NOTCH1,NFKB1,CHRD
YBX1,NOTCH1,NFKB1,GATA3
YBX1,NOTCH1,NFKB1,RAMP1
YBX1,NOTCH1,NFKB1,SERPINA3
YBX1,NOTCH1,NOTCH3,APOD
YBX1,NOTCH1,RELA,BTG2
YBX1,NOTCH1,RELA,CCL19
YBX1,NOTCH1,RELA,GATA3
YBX1,NOTCH1,RELA,SERPINA3
ZG16B,CXCR4,NFKB1,BTG2
ZG16B,CXCR4,NFKB1,CCL19
ZG16B,CXCR4,NFKB1,CHRD
ZG16B,CXCR4,NFKB1,GATA3
ZG16B,CXCR4,NFKB1,RAMP1
ZG16B,CXCR4,NFKB1,SERPINA3
ZG16B,CXCR4,RELA,BTG2
ZG16B,CXCR4,RELA,CCL19
ZG16B,CXCR4,RELA,GATA3
ZG16B,CXCR4,RELA,SERPINA3
