ligand,receptor,combo,mean_score,median_score,max_score,sum_score,sd_score,ligand_mean_expr,receptor_mean_expr
TFF3__Malignant,LAMP2__Stroma,TFF3__Malignant|LAMP2__Stroma,4.423088624505326,2.621862523851227,92.38121997240181,16798.890595871228,7.5616907412889365,28.32932165010647,0.23515339048855716
HLA-DRB1__Malignant,CD81__Macrophage,HLA-DRB1__Malignant|CD81__Macrophage,4.359157374620285,2.811170561268399,53.179704004629464,16556.07970880784,5.449579671740419,6.08415396900736,1.0129718986130358
TIMP3__Stroma,IL6ST__Malignant,TIMP3__Stroma|IL6ST__Malignant,4.348044660613116,0,341.70195458576126,16513.873621008617,17.247529876398158,0.8455072563670505,7.972520223468345
HLA-DMA__Macrophage,BAMBI__Malignant,HLA-DMA__Macrophage|BAMBI__Malignant,4.346293640977872,0,176.2624136059481,16507.22324843396,17.622327704814712,0.387134418163459,15.04070305679784
GNAS__Malignant,ENO1__Macrophage,GNAS__Malignant|ENO1__Macrophage,4.344145648227212,3.6316233945236585,28.90348159353582,16499.065171966948,4.4282377433445905,13.152725906951673,0.47740155925959393
HLA-C__Malignant,FLOT1__Stroma,HLA-C__Malignant|FLOT1__Stroma,4.32853662819189,3.143819443031738,72.5144079273542,16439.7821138728,5.2313446101644585,20.50116626115124,0.3311780713427093
FN1__Stroma,TYROBP__Malignant,FN1__Stroma|TYROBP__Malignant,4.318341652092565,0,321.10982323402857,16401.061594647563,18.932179159846456,3.791117473611257,1.6618820725115404
GRN__Macrophage,CD151__Malignant,GRN__Macrophage|CD151__Malignant,4.268273011894357,0,210.22144962854665,16210.900899174769,17.28443237602299,1.1142246233016815,5.51159957558688
HLA-A__Malignant,CAP1__Stroma,HLA-A__Malignant|CAP1__Stroma,4.257755828600264,3.2284050362739283,66.02617877955763,16170.956637023803,4.860349929978092,31.03118324208266,0.217148628138856
CD9__Malignant,TYROBP__Macrophage,CD9__Malignant|TYROBP__Macrophage,4.254414000610709,3.0885403558248052,31.133792584976522,16158.264374319473,4.704488717215204,10.56470171391948,0.5806380080919443
LGALS3BP__Malignant,ITGB1__Stroma,LGALS3BP__Malignant|ITGB1__Stroma,4.24437397751098,2.0977624020366576,55.51704659891168,16120.132366586702,6.084298827849384,12.223174829218673,0.536278498517052
LGALS3BP__Malignant,ENO1__Macrophage,LGALS3BP__Malignant|ENO1__Macrophage,4.243789980627331,1.87918496556668,55.22513945556445,16117.914346422602,5.8839330479405545,12.223174829218673,0.47740155925959393
ITGB2__Macrophage,BAMBI__Malignant,ITGB2__Macrophage|BAMBI__Malignant,4.235313481609689,0,242.73067179804812,16085.720603153597,18.187990190448588,0.37840045546879175,15.04070305679784
UBA52__Malignant,ITGB2__Macrophage,UBA52__Malignant|ITGB2__Macrophage,4.224832963492529,3.4871045472722715,35.23950553545401,16045.915595344622,4.420048577643762,15.977123501653127,0.37840045546879175
HLA-DRA__Macrophage,TYROBP__Malignant,HLA-DRA__Macrophage|TYROBP__Malignant,4.188512056695673,0,150.62361487686107,15907.968791330166,15.902636100123148,3.765344818249655,1.6618820725115404
VIM__Macrophage,CD151__Malignant,VIM__Macrophage|CD151__Malignant,4.18827726466714,0,240.06151040147304,15907.077051205797,17.324225409854957,1.1216877024819218,5.51159957558688
TNFSF10__Malignant,IL6ST__Stroma,TNFSF10__Malignant|IL6ST__Stroma,4.1730235381634,1.617352754192555,108.67452008240053,15849.14339794459,7.101404063576643,8.5561459417062,0.7118768139545881
PSAP__Macrophage,MAGED1__Malignant,PSAP__Macrophage|MAGED1__Malignant,4.172634202564922,0,209.29605274297413,15847.664701341573,16.654494603789384,4.120553171189394,1.4214973278425096
HLA-DRA__Macrophage,CD47__Malignant,HLA-DRA__Macrophage|CD47__Malignant,4.168952398020591,0,157.75572410522986,15833.681207682203,15.903742355566813,3.765344818249655,1.5383136082568338
PSAP__Macrophage,CD81__Stroma,PSAP__Macrophage|CD81__Stroma,4.168309048213489,0,299.8917932922043,15831.237765114829,17.78804002831704,4.120553171189394,1.4535856479969007
CXCL14__Malignant,CD63__Macrophage,CXCL14__Malignant|CD63__Macrophage,4.1376884312487725,1.4511879722214927,84.67790009636477,15714.940661882836,7.889132161396038,7.381842565076551,0.8955163413277767
HLA-DRA__Macrophage,CD44__Malignant,HLA-DRA__Macrophage|CD44__Malignant,4.114193007671752,0,177.76281254773397,15625.705043137315,15.627293814203947,3.765344818249655,1.5588424906899023
HSPA1A__Malignant,CD9__Macrophage,HSPA1A__Malignant|CD9__Macrophage,4.100475567491952,2.7747066494147457,82.4965455043394,15573.606205334434,4.721012416415336,12.164245659901171,0.48731400001282016
LYZ__Macrophage,ATP6AP2__Malignant,LYZ__Macrophage|ATP6AP2__Malignant,4.085276808027332,0,202.0986281401984,15515.881316887804,17.6152751361402,2.1692082031036057,2.682816042654765
CXCL10__Macrophage,CD74__Malignant,CXCL10__Macrophage|CD74__Malignant,4.0796709042781085,0,1487.388782032434,15494.590094448256,36.213582727156556,0.200917668858052,27.971675213352512
TFF3__Malignant,CAP1__Stroma,TFF3__Malignant|CAP1__Stroma,4.069291048671619,2.391113861921072,84.06119002690222,15455.16740285481,7.020372155021055,28.32932165010647,0.217148628138856
PSAP__Macrophage,CD74__Stroma,PSAP__Macrophage|CD74__Stroma,4.061444694522154,0,331.53961968323347,15425.366949795143,18.496788821656082,4.120553171189394,1.3465733596013119
UBA52__Malignant,ITGB5__Stroma,UBA52__Malignant|ITGB5__Stroma,4.035838002066172,3.106862665337232,26.560600897863534,15328.11273184732,4.345400029013454,15.977123501653127,0.39099841019172027
LYZ__Macrophage,ADORA2A__Malignant,LYZ__Macrophage|ADORA2A__Malignant,3.9961869473258784,0,206.57689485798616,15177.518025943687,17.15812852244327,2.1692082031036057,2.602417410654269
HSPA1A__Malignant,ENO1__Macrophage,HSPA1A__Malignant|ENO1__Macrophage,3.9408604879220177,2.7169535050344784,84.54308552756672,14967.388133127824,4.58527078140999,12.164245659901171,0.47740155925959393
C1QA__Macrophage,GFRA1__Malignant,C1QA__Macrophage|GFRA1__Malignant,3.939966870619442,0,187.06676947511428,14963.99417461264,15.696397126126161,1.2498494337199684,4.700373245551201
ARF1__Malignant,CD9__Macrophage,ARF1__Malignant|CD9__Macrophage,3.909199940425009,3.038654476665651,26.374793084759446,14847.141373734185,4.075796371587997,11.327927432811919,0.48731400001282016
AZGP1__Malignant,IL6ST__Stroma,AZGP1__Malignant|IL6ST__Stroma,3.908769781929479,2.7885802287929975,35.667047268213246,14845.507631768161,4.577761122362776,8.49610378010731,0.7118768139545881
EFNA1__Malignant,TYROBP__Macrophage,EFNA1__Malignant|TYROBP__Macrophage,3.9011918073234924,2.2289671878279034,37.820125975356596,14816.726484214623,4.752177118866548,9.79413117980602,0.5806380080919443
FN1__Stroma,CD47__Malignant,FN1__Stroma|CD47__Malignant,3.8993715251642875,0,262.28004700764797,14809.813052573963,16.0885989702315,3.791117473611257,1.5383136082568338
FN1__Stroma,CD44__Malignant,FN1__Stroma|CD44__Malignant,3.898658770408049,0,291.5750866911974,14807.106010009771,15.883916739566304,3.791117473611257,1.5588424906899023
B2M__Malignant,IL2RG__Macrophage,B2M__Malignant|IL2RG__Macrophage,3.8803270534333096,2.578385740586262,59.8306776267205,14737.48214893971,5.1606918739542005,53.28807480900779,0.09647347690567985
HLA-DRB1__Malignant,CD63__Macrophage,HLA-DRB1__Malignant|CD63__Macrophage,3.8393442698027074,2.4903416723256626,48.47109655879194,14581.829536710684,4.791305502204025,6.08415396900736,0.8955163413277767
HLA-DRA__Macrophage,MAGED1__Malignant,HLA-DRA__Macrophage|MAGED1__Malignant,3.8221101788926317,0,152.3288790810487,14516.374459434217,14.473966829198226,3.765344818249655,1.4214973278425096
C1QA__Macrophage,SDC1__Malignant,C1QA__Macrophage|SDC1__Malignant,3.821928986076052,0,171.13581244969464,14515.686289116846,15.082516104760616,1.2498494337199684,4.235502491751155
CD24__Malignant,FLOT1__Stroma,CD24__Malignant|FLOT1__Stroma,3.809746947727518,2.775901216012899,31.995839632460328,14469.418907469113,4.236701836151775,17.664792125884766,0.3311780713427093
C1QB__Macrophage,GFRA1__Malignant,C1QB__Macrophage|GFRA1__Malignant,3.7953630318558003,0,191.67400670743925,14414.78879498833,15.116344923800678,1.208112352032999,4.700373245551201
HLA-DRA__Macrophage,CD81__Stroma,HLA-DRA__Macrophage|CD81__Stroma,3.786152421442184,0,210.13349425878656,14379.806896637414,14.874798363894726,3.765344818249655,1.4535856479969007
ARF1__Malignant,ENO1__Macrophage,ARF1__Malignant|ENO1__Macrophage,3.7393179411139994,2.984680117730992,26.313136781796885,14201.92954035097,3.8721005964391897,11.327927432811919,0.47740155925959393
CD24__Malignant,FLOT1__Macrophage,CD24__Malignant|FLOT1__Macrophage,3.732494710476536,2.8644923204950965,34.10365109548393,14176.014910389884,4.05053483156369,17.664792125884766,0.29472753962498033
C1QB__Macrophage,SDC1__Malignant,C1QB__Macrophage|SDC1__Malignant,3.7201366818038246,0,209.39422899962128,14129.079117490926,15.002451098821032,1.208112352032999,4.235502491751155
CD9__Malignant,CD9__Macrophage,CD9__Malignant|CD9__Macrophage,3.7112940908730447,2.6669701122545497,29.108249505413568,14095.494957135825,4.131684393972436,10.56470171391948,0.48731400001282016
HLA-DRA__Macrophage,CD74__Stroma,HLA-DRA__Macrophage|CD74__Stroma,3.6855876380763584,0,316.11538137989015,13997.861849414008,15.363692947816325,3.765344818249655,1.3465733596013119
MMP7__Malignant,CD74__Macrophage,MMP7__Malignant|CD74__Macrophage,3.6608144735454125,0,281.6270583963448,13903.773370525476,13.273341781549613,0.6898708888740438,7.736225637451514
GNAS__Malignant,CD74__Bcell,GNAS__Malignant|CD74__Bcell,3.6525489221467575,2.986677948140085,54.285786324479744,13872.380806313386,3.9588939328403896,13.152725906951673,0.4955562412609844
TNFSF10__Malignant,TYROBP__Macrophage,TNFSF10__Malignant|TYROBP__Macrophage,3.6398793275818875,1.488536339352693,78.50939904723654,13824.261686156009,5.965863663471187,8.5561459417062,0.5806380080919443
THBS1__Stroma,CD9__Malignant,THBS1__Stroma|CD9__Malignant,3.6369019878391793,0,208.46392830396184,13812.953749813203,13.081452236604077,0.5400181511903609,10.56470171391948
C1QA__Macrophage,FLOT1__Malignant,C1QA__Macrophage|FLOT1__Malignant,3.598145986024341,0,143.70137601754894,13665.758454920448,13.750145374374274,1.2498494337199684,3.981715710246971
FN1__Stroma,MAGED1__Malignant,FN1__Stroma|MAGED1__Malignant,3.5888701791124222,0,246.67389273680993,13630.52894026898,14.843773739205886,3.791117473611257,1.4214973278425096
HLA-A__Malignant,CD163__Macrophage,HLA-A__Malignant|CD163__Macrophage,3.585829722734368,2.497354142853921,60.344543512202186,13618.981286945129,4.687437639298949,31.03118324208266,0.16206015324913728
CD9__Malignant,ENO1__Macrophage,CD9__Malignant|ENO1__Macrophage,3.526461306745646,2.6150751537781676,24.55964125021808,13393.500043019963,3.84348112281051,10.56470171391948,0.47740155925959393
GRN__Macrophage,GFRA1__Malignant,GRN__Macrophage|GFRA1__Malignant,3.510461694214901,0,137.58925721998168,13332.733514628193,14.267396774488233,1.1142246233016815,4.700373245551201
C1QB__Macrophage,FLOT1__Malignant,C1QB__Macrophage|FLOT1__Malignant,3.5085003776972266,0,175.82666308505327,13325.284434494066,13.642096038009994,1.208112352032999,3.981715710246971
COMP__Stroma,CD74__Macrophage,COMP__Stroma|CD74__Macrophage,3.50644349693176,0,352.5382573862559,13317.472401346826,14.716452717283913,0.6285781360174613,7.736225637451514
HSPA1A__Malignant,CD74__Bcell,HSPA1A__Malignant|CD74__Bcell,3.5062408301393995,2.2022965559455003,71.20650344105609,13316.702672869438,4.690570094618214,12.164245659901171,0.4955562412609844
COMP__Stroma,CD63__Malignant,COMP__Stroma|CD63__Malignant,3.500378773560131,0,303.7338792637782,13294.438581981376,14.709305027605044,0.6285781360174613,8.437647616205767
GRN__Macrophage,SDC1__Malignant,GRN__Macrophage|SDC1__Malignant,3.444033816224487,0,182.3592383548201,13080.4404340206,14.157898964439056,1.1142246233016815,4.235502491751155
VIM__Macrophage,GFRA1__Malignant,VIM__Macrophage|GFRA1__Malignant,3.426738511727001,0,173.29419869336667,13014.752867539151,14.143827992622908,1.1216877024819218,4.700373245551201
LYZ__Macrophage,ITGB5__Malignant,LYZ__Macrophage|ITGB5__Malignant,3.422392700814247,0,171.15465681941967,12998.24747769251,14.729503742921185,2.1692082031036057,2.193087384420688
GNAS__Malignant,ITGB2__Macrophage,GNAS__Malignant|ITGB2__Macrophage,3.421082549261284,2.8319015405782206,26.002053710810255,12993.271522094357,3.5375918506094837,13.152725906951673,0.37840045546879175
UBA52__Malignant,FLOT1__Stroma,UBA52__Malignant|FLOT1__Stroma,3.4172061940289695,2.7440242399992174,21.943438820577086,12978.549124922027,3.6269780357240604,15.977123501653127,0.3311780713427093
LGALS3BP__Malignant,CD74__Bcell,LGALS3BP__Malignant|CD74__Bcell,3.3949496763619518,1.6242686483016402,54.76033727054516,12894.018870822692,4.634207974775668,12.223174829218673,0.4955562412609844
EFNA1__Malignant,CD9__Macrophage,EFNA1__Malignant|CD9__Macrophage,3.390406509583624,1.9014779346948085,34.67107338824723,12876.763923398605,4.09629591744592,9.79413117980602,0.48731400001282016
BST2__Malignant,IL6ST__Stroma,BST2__Malignant|IL6ST__Stroma,3.3862956999941485,2.11918313184341,28.432249337038243,12861.151068577776,3.880898902975708,7.44177658449465,0.7118768139545881
LGALS3BP__Malignant,ITGB2__Macrophage,LGALS3BP__Malignant|ITGB2__Macrophage,3.3818863749833925,1.4345222562435094,50.40203861753908,12844.404452186925,4.794486852812242,12.223174829218673,0.37840045546879175
UBA52__Malignant,FLOT1__Macrophage,UBA52__Malignant|FLOT1__Macrophage,3.3775574353028563,2.7399843024235837,20.99397409253332,12827.963139280248,3.5424774482471952,15.977123501653127,0.29472753962498033
ANXA2__Macrophage,CD9__Malignant,ANXA2__Macrophage|CD9__Malignant,3.3598307657722972,0,245.31886442850907,12760.637248403184,14.61814459757883,0.4586056920884343,10.56470171391948
AZGP1__Malignant,TYROBP__Macrophage,AZGP1__Malignant|TYROBP__Macrophage,3.35268885316895,2.5340721681240685,25.593561716680338,12733.512264335672,3.721641019996456,8.49610378010731,0.5806380080919443
VIM__Macrophage,SDC1__Malignant,VIM__Macrophage|SDC1__Malignant,3.3424966293653657,0,173.536883371144,12694.802198329658,13.801631376225359,1.1216877024819218,4.235502491751155
PSAP__Macrophage,IL13RA1__Malignant,PSAP__Macrophage|IL13RA1__Malignant,3.334920557039357,0,170.780346582163,12666.028275635479,13.43934633856876,4.120553171189394,1.154499971219725
TIMP3__Stroma,ENO1__Malignant,TIMP3__Stroma|ENO1__Malignant,3.334536282133109,0,367.44494020960093,12664.568799541546,14.132423182562048,0.8455072563670505,5.961806937399298
C1QA__Macrophage,PLXNB2__Malignant,C1QA__Macrophage|PLXNB2__Malignant,3.3309599458269195,0,130.95152003467675,12650.98587425064,12.843395591477359,1.2498494337199684,3.7356219687063432
GNAS__Malignant,ITGB5__Stroma,GNAS__Malignant|ITGB5__Stroma,3.2954536673420054,2.6821902113523066,30.303810229717545,12516.133028564936,3.6209720574393147,13.152725906951673,0.39099841019172027
TFF3__Malignant,CD163__Macrophage,TFF3__Malignant|CD163__Macrophage,3.289870378067175,1.7985542794992124,56.86750824495549,12494.92769589913,5.2972941930967945,28.32932165010647,0.16206015324913728
COMP__Stroma,IL6ST__Malignant,COMP__Stroma|IL6ST__Malignant,3.2850908339639493,0,252.984362445762,12476.77498739508,13.506591791236628,0.6285781360174613,7.972520223468345
TIMP3__Stroma,ERBB2__Malignant,TIMP3__Stroma|ERBB2__Malignant,3.2802430818758364,0,267.6365313563451,12458.363224964427,13.157065638152961,0.8455072563670505,5.9725087975793345
C1QA__Macrophage,IFITM1__Malignant,C1QA__Macrophage|IFITM1__Malignant,3.2654953914623572,0,159.89826283676308,12402.351496774032,12.865222326559739,1.2498494337199684,3.5726933647484946
C1QB__Macrophage,PLXNB2__Malignant,C1QB__Macrophage|PLXNB2__Malignant,3.2343294813644508,0,160.22650187289028,12283.983370222184,12.637242112979632,1.208112352032999,3.7356219687063432
CXCL14__Malignant,IL6ST__Stroma,CXCL14__Malignant|IL6ST__Stroma,3.233026028950251,1.0243017425299468,67.43471648769871,12279.032857953052,6.701420587534754,7.381842565076551,0.7118768139545881
EFNA1__Malignant,ENO1__Macrophage,EFNA1__Malignant|ENO1__Macrophage,3.2267438640963384,1.8569324490814043,29.652893838593382,12255.173195837893,3.8644007436676735,9.79413117980602,0.47740155925959393
GRN__Macrophage,FLOT1__Malignant,GRN__Macrophage|FLOT1__Malignant,3.220994469504109,0,159.68277077098722,12233.336995176605,12.830024314695978,1.1142246233016815,3.981715710246971
ARF1__Malignant,CD74__Bcell,ARF1__Malignant|CD74__Bcell,3.1931989352180032,2.4203784754615363,31.45783951431718,12127.769555957977,3.5946462512872968,11.327927432811919,0.4955562412609844
VIM__Macrophage,FLOT1__Malignant,VIM__Macrophage|FLOT1__Malignant,3.1857360693105052,0,210.0626004805142,12099.4255912413,13.10947387536972,1.1216877024819218,3.981715710246971
C1QB__Macrophage,IFITM1__Malignant,C1QB__Macrophage|IFITM1__Malignant,3.185501160511749,0,195.64445913344272,12098.533407623623,12.897110825166012,1.208112352032999,3.5726933647484946
APOE__Macrophage,IL6ST__Stroma,APOE__Macrophage|IL6ST__Stroma,3.156049666107149,0,161.099287223701,11986.67663187495,12.763264794558108,6.424318242558926,0.7118768139545881
TNFSF10__Malignant,CD9__Macrophage,TNFSF10__Malignant|CD9__Macrophage,3.152884732063229,1.2497685318097758,60.34886183719872,11974.656212376143,4.989116062380194,8.5561459417062,0.48731400001282016
IGFBP4__Malignant,IL6ST__Stroma,IGFBP4__Malignant|IL6ST__Stroma,3.1491671828749457,1.152856300838622,38.458408252698455,11960.536960559044,4.506777651544754,6.981457327415992,0.7118768139545881
APOE__Macrophage,PLXNA3__Malignant,APOE__Macrophage|PLXNA3__Malignant,3.1274862407036785,0,175.3951248067388,11878.192742192572,12.687913569086213,6.424318242558926,0.7140163009155761
HLA-C__Malignant,LAMP2__Stroma,HLA-C__Malignant|LAMP2__Stroma,3.1155059626767865,2.1602688733755104,54.91311965331178,11832.691646246434,3.786851814389888,20.50116626115124,0.23515339048855716
HSPA1A__Malignant,ITGB2__Macrophage,HSPA1A__Malignant|ITGB2__Macrophage,3.0907834720304215,2.1572810223529997,71.28180335330742,11738.79562677154,3.6510850326369724,12.164245659901171,0.37840045546879175
LGALS3BP__Malignant,ITGB5__Stroma,LGALS3BP__Malignant|ITGB5__Stroma,3.085698025507422,1.4782871450395243,39.90083567423351,11719.481100877189,4.485306477751029,12.223174829218673,0.39099841019172027
C1QA__Macrophage,AMFR__Malignant,C1QA__Macrophage|AMFR__Malignant,3.073070964180011,0,120.29547486748197,11671.523521955682,11.740318749365274,1.2498494337199684,3.4457402146458658
HSPA1A__Malignant,ITGB5__Stroma,HSPA1A__Malignant|ITGB5__Stroma,3.065071290837803,1.9127002121759142,76.72773878531572,11641.140762601975,3.9870692478669407,12.164245659901171,0.39099841019172027
CD9__Malignant,CD74__Bcell,CD9__Malignant|CD74__Bcell,3.045306039009342,2.078812974240531,40.4719149197249,11566.072336157482,3.6928225978986142,10.56470171391948,0.4955562412609844
HLA-DRA__Macrophage,IL13RA1__Malignant,HLA-DRA__Macrophage|IL13RA1__Malignant,3.0421516163087063,0,114.57323012178945,11554.091838740467,11.59373394897921,3.765344818249655,1.154499971219725
TIMP3__Stroma,CD151__Malignant,TIMP3__Stroma|CD151__Malignant,3.034222569683588,0,298.8089695910999,11523.977319658268,12.548945148243858,0.8455072563670505,5.51159957558688
HLA-B__Malignant,IL2RG__Macrophage,HLA-B__Malignant|IL2RG__Macrophage,3.0277014292006283,1.7176359118248163,48.988920390569334,11499.210028103987,4.424254603683939,40.37302955570916,0.09647347690567985
FN1__Stroma,IL13RA1__Malignant,FN1__Stroma|IL13RA1__Malignant,3.006945268778306,0,199.32661901249242,11420.378130820005,12.824131035771414,3.791117473611257,1.154499971219725
C1QB__Macrophage,AMFR__Malignant,C1QB__Macrophage|AMFR__Malignant,2.9970378927025028,0,147.1882351884943,11382.749916484105,11.640631190888636,1.208112352032999,3.4457402146458658
GRN__Macrophage,PLXNB2__Malignant,GRN__Macrophage|PLXNB2__Malignant,2.9878914516279753,0,136.90705631371276,11348.01173328305,11.995788687110855,1.1142246233016815,3.7356219687063432
TNFSF10__Malignant,ENO1__Macrophage,TNFSF10__Malignant|ENO1__Macrophage,2.9796344897534888,1.2596908277505832,61.17209102262549,11316.65179208375,4.738229723079424,8.5561459417062,0.47740155925959393
IGFBP4__Malignant,TYROBP__Macrophage,IGFBP4__Malignant|TYROBP__Macrophage,2.9716857958576397,0.9443814444101057,32.65683789942934,11286.462652667316,4.381854854662104,6.981457327415992,0.5806380080919443
BST2__Malignant,TYROBP__Macrophage,BST2__Malignant|TYROBP__Macrophage,2.970748816657574,1.9035634066391705,27.95940473629547,11282.904005665467,3.482999203315588,7.44177658449465,0.5806380080919443
C1QA__Macrophage,CD55__Malignant,C1QA__Macrophage|CD55__Malignant,2.9666195470714354,0,116.10421792989482,11267.221039777312,11.531725322191189,1.2498494337199684,3.44420303385949
MIF__Malignant,IL2RG__Macrophage,MIF__Malignant|IL2RG__Macrophage,2.9512693303127864,2.5122078638301524,19.498582766248823,11208.920916527963,3.0511444390832763,43.70585223720301,0.09647347690567985
GRN__Macrophage,IFITM1__Malignant,GRN__Macrophage|IFITM1__Malignant,2.947239875037081,0,159.165094250009,11193.617045390834,12.163439101967217,1.1142246233016815,3.5726933647484946
ARF1__Malignant,ITGB2__Macrophage,ARF1__Malignant|ITGB2__Macrophage,2.9456662260212347,2.339961834348208,24.19832668626134,11187.64032642865,3.1002908589887177,11.327927432811919,0.37840045546879175
VIM__Macrophage,PLXNB2__Malignant,VIM__Macrophage|PLXNB2__Malignant,2.936979974404486,0,180.1011601598282,11154.649942788237,12.102231665748546,1.1216877024819218,3.7356219687063432
COPA__Malignant,CD81__Stroma,COPA__Malignant|CD81__Stroma,2.9240844664416548,1.7969027569198985,27.94809080210365,11105.672803545403,3.6205508761618823,3.070091370238728,1.4535856479969007
AZGP1__Malignant,CD9__Macrophage,AZGP1__Malignant|CD9__Macrophage,2.884547539864632,2.1991014121034134,20.78013260935392,10955.511556405872,3.1412179060789045,8.49610378010731,0.48731400001282016
VIM__Macrophage,IFITM1__Malignant,VIM__Macrophage|IFITM1__Malignant,2.8699017287006914,0,164.19406607864084,10899.886765605226,11.941747721573229,1.1216877024819218,3.5726933647484946
C1QB__Macrophage,CD55__Malignant,C1QB__Macrophage|CD55__Malignant,2.8668819521966156,0,130.09457096203545,10888.417654442745,11.238502866717026,1.208112352032999,3.44420303385949
THBS1__Stroma,CD63__Malignant,THBS1__Stroma|CD63__Malignant,2.863704686356121,0,162.06608290405518,10876.350398780549,10.02139820080691,0.5400181511903609,8.437647616205767
ARF1__Malignant,ITGB5__Stroma,ARF1__Malignant|ITGB5__Stroma,2.8561852117953297,2.139321688957901,24.624641259985786,10847.791434398661,3.2020170803564425,11.327927432811919,0.39099841019172027
HLA-C__Malignant,CAP1__Stroma,HLA-C__Malignant|CAP1__Stroma,2.8473099759740608,1.9986513311529697,50.16150255441717,10814.083288749483,3.456380895987844,20.50116626115124,0.217148628138856
HLA-DMA__Macrophage,CD9__Malignant,HLA-DMA__Macrophage|CD9__Malignant,2.838578099161861,0,108.66020865523888,10780.919620616749,11.488182683531598,0.387134418163459,10.56470171391948
EFNA1__Malignant,CD74__Bcell,EFNA1__Malignant|CD74__Bcell,2.825706669468681,1.5230742148440122,29.002262556616333,10732.03393064205,3.678775024382846,9.79413117980602,0.4955562412609844
HLA-DRB1__Malignant,IL6ST__Stroma,HLA-DRB1__Malignant|IL6ST__Stroma,2.8082613657575446,1.8033700816105989,42.01711440203957,10665.776667147155,3.408621142089031,6.08415396900736,0.7118768139545881
GNAS__Malignant,FLOT1__Stroma,GNAS__Malignant|FLOT1__Stroma,2.7926314890619452,2.313572245495867,25.09787325525728,10606.414395457268,3.016633532106014,13.152725906951673,0.3311780713427093
CD24__Malignant,LAMP2__Stroma,CD24__Malignant|LAMP2__Stroma,2.7885916454726796,1.8370553753637582,22.62865402072027,10591.071069505237,3.154234921268027,17.664792125884766,0.23515339048855716
CD9__Malignant,ITGB2__Macrophage,CD9__Malignant|ITGB2__Macrophage,2.7794498501600966,2.01567773956957,19.251821490601092,10556.350530908046,3.070802387101917,10.56470171391948,0.37840045546879175
ITGB2__Macrophage,CD9__Malignant,ITGB2__Macrophage|CD9__Malignant,2.779449850160096,0,165.63495355342414,10556.350530908046,12.009795221606177,0.37840045546879175,10.56470171391948
ECM1__Malignant,CD74__Macrophage,ECM1__Malignant|CD74__Macrophage,2.7784132297643485,0,175.81061417496798,10552.413446644996,7.31509817044873,0.5628874780460346,7.736225637451514
THBS1__Stroma,CD74__Macrophage,THBS1__Stroma|CD74__Macrophage,2.7746755049119303,0,178.22315491496425,10538.21756765551,9.499582451492865,0.5400181511903609,7.736225637451514
AZGP1__Malignant,ENO1__Macrophage,AZGP1__Malignant|ENO1__Macrophage,2.7645048257057123,2.1371900362494385,21.194971539446637,10499.589328030295,3.008504884122855,8.49610378010731,0.47740155925959393
GRN__Macrophage,AMFR__Malignant,GRN__Macrophage|AMFR__Malignant,2.7546999653051345,0,131.00093484301553,10462.3504682289,10.983575004058938,1.1142246233016815,3.4457402146458658
ANXA2__Macrophage,IL6ST__Malignant,ANXA2__Macrophage|IL6ST__Malignant,2.7332860160024044,0,205.80719458109746,10381.020288777132,11.817067909362635,0.4586056920884343,7.972520223468345
VIM__Macrophage,AMFR__Malignant,VIM__Macrophage|AMFR__Malignant,2.7224866945516504,0,172.33166048933603,10340.004465907168,11.17640652978289,1.1216877024819218,3.4457402146458658
GNAS__Malignant,FLOT1__Macrophage,GNAS__Malignant|FLOT1__Macrophage,2.720312917185171,2.2535115454302606,19.241908902300217,10331.74845946928,2.7891564548889622,13.152725906951673,0.29472753962498033
ANXA2__Macrophage,CD63__Malignant,ANXA2__Macrophage|CD63__Malignant,2.706406039302419,0,215.75586308576788,10278.930137270587,11.829386672010052,0.4586056920884343,8.437647616205767
LGALS3BP__Malignant,FLOT1__Macrophage,LGALS3BP__Malignant|FLOT1__Macrophage,2.691906189979306,1.1467608806395677,27.6076229144907,10223.859709541402,3.7413996835226957,12.223174829218673,0.29472753962498033
COPA__Malignant,CD74__Stroma,COPA__Malignant|CD74__Stroma,2.6706149130346124,1.6209941766812126,32.50652426054412,10142.995439705459,3.4772290431941584,3.070091370238728,1.3465733596013119
GRN__Macrophage,CD55__Malignant,GRN__Macrophage|CD55__Malignant,2.664720185443537,0,140.63500819389617,10120.607264314553,10.824307064876006,1.1142246233016815,3.44420303385949
CD9__Malignant,ITGB5__Stroma,CD9__Malignant|ITGB5__Stroma,2.662921017518695,1.8525926292128763,20.077582318750736,10113.774024536004,3.021683241485234,10.56470171391948,0.39099841019172027
THBS1__Stroma,IL6ST__Malignant,THBS1__Stroma|IL6ST__Malignant,2.6485507423317367,0,164.25159443753915,10059.195719375935,8.939665428017296,0.5400181511903609,7.972520223468345
C1QA__Macrophage,PRLR__Malignant,C1QA__Macrophage|PRLR__Malignant,2.6479622566665464,0,106.73912264505492,10056.960650819545,10.21277907727501,1.2498494337199684,2.901777278060352
LGALS3BP__Malignant,FLOT1__Stroma,LGALS3BP__Malignant|FLOT1__Stroma,2.6378944972576903,1.2656517031381502,32.96233346739348,10018.723300584708,3.8078752983768402,12.223174829218673,0.3311780713427093
