Ligand,Receptor,TF,Target
TNXB,SDC1,ESR1,TFF1
TNXB,SDC1,ESR1,TFF3
TNXB,SDC1,JUN,CLDN3
TNXB,SDC1,JUN,CLDN4
TNXB,SDC1,JUN,COX17
TNXB,SDC1,JUN,ELF3
TNXB,SDC1,JUN,KRT19
TNXB,SDC1,JUN,KRT8
TNXB,SDC1,JUN,SPDEF
TNXB,SDC1,JUN,TFF1
TNXB,SDC1,JUN,TFF3
TNXB,SDC1,NFKB1,CDH1
TNXB,SDC1,NFKB1,ELF3
TNXB,SDC1,NFKB1,TFF1
TNXB,SDC1,NFKB1,TFF3
TNXB,SDC1,RELA,CDH1
TNXB,SDC1,RELA,ELF3
TNXB,SDC1,RELA,TFF1
TNXB,SDC1,RELA,TFF3
VCAM1,ITGB1,JUN,CLDN3
VCAM1,ITGB1,JUN,CLDN4
VCAM1,ITGB1,JUN,COX17
VCAM1,ITGB1,JUN,ELF3
VCAM1,ITGB1,JUN,KRT19
VCAM1,ITGB1,JUN,KRT8
VCAM1,ITGB1,JUN,SPDEF
VCAM1,ITGB1,JUN,TFF1
VCAM1,ITGB1,JUN,TFF3
VCAM1,ITGB1,NFKB1,CDH1
VCAM1,ITGB1,NFKB1,ELF3
VCAM1,ITGB1,NFKB1,TFF1
VCAM1,ITGB1,NFKB1,TFF3
VCAM1,ITGB1,RELA,CDH1
VCAM1,ITGB1,RELA,ELF3
VCAM1,ITGB1,RELA,TFF1
VCAM1,ITGB1,RELA,TFF3
VCAM1,ITGB7,JUN,CLDN3
VCAM1,ITGB7,JUN,CLDN4
VCAM1,ITGB7,JUN,COX17
VCAM1,ITGB7,JUN,ELF3
VCAM1,ITGB7,JUN,KRT19
VCAM1,ITGB7,JUN,KRT8
VCAM1,ITGB7,JUN,SPDEF
VCAM1,ITGB7,JUN,TFF1
VCAM1,ITGB7,JUN,TFF3
VCAM1,ITGB7,NFKB1,CDH1
VCAM1,ITGB7,NFKB1,ELF3
VCAM1,ITGB7,NFKB1,TFF1
VCAM1,ITGB7,NFKB1,TFF3
VCAM1,ITGB7,RELA,CDH1
VCAM1,ITGB7,RELA,ELF3
VCAM1,ITGB7,RELA,TFF1
VCAM1,ITGB7,RELA,TFF3
VCAM1,ITGB2,JUN,CLDN3
VCAM1,ITGB2,JUN,CLDN4
VCAM1,ITGB2,JUN,COX17
VCAM1,ITGB2,JUN,ELF3
VCAM1,ITGB2,JUN,KRT19
VCAM1,ITGB2,JUN,KRT8
VCAM1,ITGB2,JUN,SPDEF
VCAM1,ITGB2,JUN,TFF1
VCAM1,ITGB2,JUN,TFF3
VCAM1,ITGB2,NFKB1,CDH1
VCAM1,ITGB2,NFKB1,ELF3
VCAM1,ITGB2,NFKB1,TFF1
VCAM1,ITGB2,NFKB1,TFF3
VCAM1,ITGB2,RELA,CDH1
VCAM1,ITGB2,RELA,ELF3
VCAM1,ITGB2,RELA,TFF1
VCAM1,ITGB2,RELA,TFF3
VWF,ITGAV,JUN,CLDN3
VWF,ITGAV,JUN,CLDN4
VWF,ITGAV,JUN,COX17
VWF,ITGAV,JUN,ELF3
VWF,ITGAV,JUN,KRT19
VWF,ITGAV,JUN,KRT8
VWF,ITGAV,JUN,SPDEF
VWF,ITGAV,JUN,TFF1
VWF,ITGAV,JUN,TFF3
VWF,ITGAV,NFKB1,CDH1
VWF,ITGAV,NFKB1,ELF3
VWF,ITGAV,NFKB1,TFF1
VWF,ITGAV,NFKB1,TFF3
VWF,ITGAV,RELA,CDH1
VWF,ITGAV,RELA,ELF3
VWF,ITGAV,RELA,TFF1
VWF,ITGAV,RELA,TFF3
